id,origin,source_card_id,unit,unit_title,learning_objective,learning_objective_title,command,marks,has_media,question
derived-y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,derived-open-answer-card,y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,9F,9F Reactivity and extraction,9F-extraction,Metal extraction and reduction,explain,3,yes,A metal is above zinc in the reactivity series. Why is electrolysis needed to extract it from its ore?
derived-y9r-047-9i-what-can-forces-make-objects-do,derived-open-answer-card,y9r-047-9i-what-can-forces-make-objects-do,9I,9I Forces and motion,9I-forces,"Forces, drag and terminal velocity",state,3,no,What can forces make objects do?
derived-y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,derived-open-answer-card,y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,9I,9I Forces and motion,9I-forces,"Forces, drag and terminal velocity",describe,2,yes,What happens to air resistance as a falling object gets faster?
derived-y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,derived-open-answer-card,y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,9I,9I Forces and motion,9I-forces,"Forces, drag and terminal velocity",explain,2,yes,A falling object is moving at terminal velocity. What has happened to air resistance and weight?
derived-y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,derived-open-answer-card,y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,explain,3,no,How do you convert a speed in m/s to km/h?
derived-y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,derived-open-answer-card,y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,explain,3,no,How do you convert a speed in km/h to m/s?
derived-y9r-053-9i-what-is-mean-speed,derived-open-answer-card,y9r-053-9i-what-is-mean-speed,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,state,1,no,What is mean speed?
derived-y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,derived-open-answer-card,y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,calculate,2,no,One car travels at 50 km/h and another travels at 30 km/h in the same direction. What is the relative speed?
derived-y9r-055-9i-what-does-a-speed-time-graph-show,derived-open-answer-card,y9r-055-9i-what-does-a-speed-time-graph-show,9I,9I Forces and motion,9I-speed-time-graphs,Speed-time graphs and motion calculations,graph,3,yes,What does a speed-time graph show?
derived-y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,derived-open-answer-card,y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,9I Forces and motion,9I-speed-time-graphs,Speed-time graphs and motion calculations,graph,3,yes,What do horizontal lines show on a speed-time graph?
derived-y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,derived-open-answer-card,y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,9I Forces and motion,9I-speed-time-graphs,Speed-time graphs and motion calculations,graph,3,yes,What do sloping lines show on a speed-time graph?
derived-y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,derived-open-answer-card,y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,graph,3,yes,"On a distance-time graph, what does the gradient of a line give?"
derived-y9r-062-9i-what-is-true-when-an-object-is-balanced,derived-open-answer-card,y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",state,1,yes,What is true when an object is balanced?
derived-y9r-064-9i-what-is-the-formula-for-work-done,derived-open-answer-card,y9r-064-9i-what-is-the-formula-for-work-done,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",state,1,no,What is the formula for work done?
derived-y9r-065-9j-what-is-a-force-field,derived-open-answer-card,y9r-065-9j-what-is-a-force-field,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",state,1,yes,What is a force field?
derived-y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,derived-open-answer-card,y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,identify,1,yes,"In an electric field diagram, what do the arrows show?"
derived-y9r-069-9j-what-is-current,derived-open-answer-card,y9r-069-9j-what-is-current,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",state,1,no,What is current?
derived-y9r-070-9j-how-do-we-measure-current,derived-open-answer-card,y9r-070-9j-how-do-we-measure-current,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",explain,3,no,How do we measure current?
derived-y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,derived-open-answer-card,y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,explain,2,no,"A component has the same resistance, but the voltage across it is increased. What happens to the current?"
derived-y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,derived-open-answer-card,y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,explain,2,no,"A circuit has the same voltage, but the resistance is increased. What happens to the current?"
derived-y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,derived-open-answer-card,y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,9J Force fields and electromagnets,9J-wire-resistance-investigation,Wire resistance investigations,state,3,yes,What three things does the resistance of a wire depend on?
derived-y9r-076-9j-how-does-wire-length-affect-resistance,derived-open-answer-card,y9r-076-9j-how-does-wire-length-affect-resistance,9J,9J Force fields and electromagnets,9J-wire-resistance-investigation,Wire resistance investigations,explain,3,yes,How does wire length affect resistance?
derived-y9r-077-9j-how-does-wire-thickness-affect-resistance,derived-open-answer-card,y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,9J Force fields and electromagnets,9J-wire-resistance-investigation,Wire resistance investigations,explain,3,yes,How does wire thickness affect resistance?
derived-y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,derived-open-answer-card,y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,state,1,no,What is the formula for calculating resistance from voltage and current?
derived-y9r-080-9j-when-is-an-electromagnet-magnetic,derived-open-answer-card,y9r-080-9j-when-is-an-electromagnet-magnetic,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",state,1,yes,When is an electromagnet magnetic?
derived-y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,derived-open-answer-card,y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",state,1,yes,Give three ways to make an electromagnet stronger.
derived-y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,derived-open-answer-card,y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",explain,2,yes,What makes the coil in an electric motor turn?
derived-y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,derived-open-answer-card,y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",explain,3,yes,"How can the speed of the motor, or the force it provides, be increased?"
derived-y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,derived-open-answer-card,y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,9A Genetics and evolution,9A-variation,Variation and classification,state,1,no,Give three examples of living or biotic factors from the revision sheet.
derived-y9p-005-9a-what-forms-an-ecosystem,derived-open-answer-card,y9p-005-9a-what-forms-an-ecosystem,9A,9A Genetics and evolution,9A-variation,Variation and classification,state,2,yes,What forms an ecosystem?
derived-y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,derived-open-answer-card,y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,9A Genetics and evolution,9A-inheritance,"Inheritance, DNA and genes",explain,3,no,How can probabilities be shown in inheritance questions?
derived-y9p-010-9f-what-is-a-thermite-reaction,derived-open-answer-card,y9p-010-9f-what-is-a-thermite-reaction,9F,9F Reactivity and extraction,9F-reactivity,Reactivity and displacement,state,1,no,What is a thermite reaction?
derived-y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,derived-open-answer-card,y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,9F Reactivity and extraction,9F-reactivity,Reactivity and displacement,identify,1,no,"In the thermite reaction, which metal displaces iron?"
derived-y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,derived-open-answer-card,y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,9F Reactivity and extraction,9F-combustion-energy-rates,"Combustion, energy, rates and redox",state,1,no,What energy supply do thermal decomposition reactions need to keep going?
derived-y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,derived-open-answer-card,y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,explain,3,no,How do you find the number of decimal places in a number?
derived-y9p-023-9j-what-is-the-first-significant-figure-in-a-number,derived-open-answer-card,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,state,1,no,What is the first significant figure in a number?
derived-y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,derived-open-answer-card,y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,calculate,1,no,"In the number 3.407, how many decimal places are there?"
derived-y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,derived-open-answer-card,y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,identify,1,no,"In the number 0.0632, what is the first significant figure?"
derived-y9p-027-9j-round-42-786-to-one-decimal-place,derived-open-answer-card,y9p-027-9j-round-42-786-to-one-decimal-place,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,calculate,1,no,Round 42.786 to one decimal place.
derived-y9p-028-9j-round-42-786-to-two-decimal-places,derived-open-answer-card,y9p-028-9j-round-42-786-to-two-decimal-places,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,calculate,1,no,Round 42.786 to two decimal places.
derived-y9p-029-9j-round-0-0632-to-one-significant-figure,derived-open-answer-card,y9p-029-9j-round-0-0632-to-one-significant-figure,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,calculate,1,no,Round 0.0632 to one significant figure.
derived-y9p-030-9j-round-0-0632-to-two-significant-figures,derived-open-answer-card,y9p-030-9j-round-0-0632-to-two-significant-figures,9J,9J Force fields and electromagnets,9J-rounding-numbers,Rounding numbers and significant figures,calculate,1,no,Round 0.0632 to two significant figures.
derived-y9qb-001-9b-farming-benefit-problem-compare,derived-open-answer-card,y9qb-001-9b-farming-benefit-problem-compare,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",explain,3,yes,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.
derived-y9qb-002-9e-thermal-decomposition-state-symbols,derived-open-answer-card,y9qb-002-9e-thermal-decomposition-state-symbols,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,1,no,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.
derived-y9qb-003-9f-redox-thermite-application,derived-open-answer-card,y9qb-003-9f-redox-thermite-application,9F,9F Reactivity and extraction,9F-combustion-energy-rates,"Combustion, energy, rates and redox",explain,3,no,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?"
derived-y9qb-004-9i-moments-balanced-application,derived-open-answer-card,y9qb-004-9i-moments-balanced-application,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",calculate,2,no,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?"
derived-y9qb-005-9j-wire-resistance-investigation-variables,derived-open-answer-card,y9qb-005-9j-wire-resistance-investigation-variables,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,identify,1,yes,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?"
derived-y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,derived-open-answer-card,y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",describe,2,yes,Describe how liquid pressure changes with depth.
derived-y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,derived-open-answer-card,y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",explain,3,yes,Why does a dam wall need to be stronger near the bottom?
derived-y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,derived-open-answer-card,y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",explain,3,yes,Why can a large ship float even though it is made from dense metal?
derived-y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,derived-open-answer-card,y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",state,1,yes,What does it mean if an object floats?
derived-y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,derived-open-answer-card,y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",explain,3,yes,Why do snowshoes help a person walk on soft snow?
derived-y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,derived-open-answer-card,y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",explain,3,yes,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.
derived-y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,derived-open-answer-card,y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",explain,2,yes,Correct the misconception: “Liquid pressure at the bottom depends mainly on container width.”
derived-y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,derived-open-answer-card,y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,9E Making materials,9E-heating-cooling,Heating and cooling,describe,2,yes,What happens to particles in a solid when it is heated?
derived-y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,derived-open-answer-card,y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,9E Making materials,9E-heating-cooling,Heating and cooling,describe,2,yes,What happens to particles in a hot object as it cools?
derived-y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,derived-open-answer-card,y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,9E Making materials,9E-heating-cooling,Heating and cooling,explain,3,yes,Why does a metal spoon in hot soup become hot quickly?
derived-y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,derived-open-answer-card,y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,9E Making materials,9E-heating-cooling,Heating and cooling,explain,3,yes,Why does a plastic handle help protect your hand from a hot pan?
derived-y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,derived-open-answer-card,y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,9E Making materials,9E-heating-cooling,Heating and cooling,state,1,yes,What does a cooling curve show?
derived-y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,derived-open-answer-card,y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,9E Making materials,9E-heating-cooling,Heating and cooling,explain,3,yes,Why does a very hot drink cool faster at first than later?
derived-y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,derived-open-answer-card,y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,9E Making materials,9E-heating-cooling,Heating and cooling,explain,2,yes,Correct the misconception: “Energy disappears when an object cools.”
derived-y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,derived-open-answer-card,y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,9E Making materials,9E-heating-cooling,Heating and cooling,explain,3,yes,Explain why insulation does not “make heat”; it helps keep something warm.
derived-y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,derived-open-answer-card,y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,9F Reactivity and extraction,9F-periodic-table-bridge,Periodic table bridge,identify,1,yes,Where are metals usually found in the periodic table?
derived-y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,derived-open-answer-card,y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,9F Reactivity and extraction,9F-periodic-table-bridge,Periodic table bridge,state,1,no,Give two general properties of non-metals.
derived-y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,derived-open-answer-card,y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,9F Reactivity and extraction,9F-periodic-table-bridge,Periodic table bridge,describe,2,no,Describe the reactivity trend down Group 1.
derived-y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,derived-open-answer-card,y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,9F Reactivity and extraction,9F-periodic-table-bridge,Periodic table bridge,describe,2,no,Describe the reactivity trend down Group 7.
derived-y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,derived-open-answer-card,y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,9E Making materials,9E-climate-bridge,Climate and greenhouse gases,explain,2,yes,What causes the natural greenhouse effect?
derived-y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,derived-open-answer-card,y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,9E Making materials,9E-climate-bridge,Climate and greenhouse gases,explain,3,yes,Why can extra greenhouse gases increase global temperature?
derived-y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,derived-open-answer-card,y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,9E Making materials,9E-climate-bridge,Climate and greenhouse gases,state,1,no,Give two examples of evidence used for global warming.
derived-y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,derived-open-answer-card,y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,9E Making materials,9E-climate-bridge,Climate and greenhouse gases,explain,3,no,Why do scientists compare modern temperatures with long-term averages?
derived-y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,derived-open-answer-card,y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,9E Making materials,9E-climate-bridge,Climate and greenhouse gases,explain,3,yes,Explain why a correlation between greenhouse gas emissions and temperature is important but not the only evidence needed.
derived-y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,derived-open-answer-card,y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,9F Reactivity and extraction,9F-chemical-energy-bridge,Chemical energy bridge,explain,3,yes,Why should temperature be measured before and after a reaction?
derived-y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,derived-open-answer-card,y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,9F Reactivity and extraction,9F-chemical-energy-bridge,Chemical energy bridge,state,1,no,Give one example of an endothermic reaction from the revision sheet.
derived-y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,derived-open-answer-card,y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,9F Reactivity and extraction,9F-chemical-energy-bridge,Chemical energy bridge,explain,3,yes,Why is combustion usually described as exothermic?
derived-y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,derived-open-answer-card,y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,9F Reactivity and extraction,9F-chemical-energy-bridge,Chemical energy bridge,explain,2,no,Correct the misconception: “A cold reaction makes cold energy.”
derived-y9img-001-9i-density-water-displacement-calculate-density,derived-open-answer-card,y9img-001-9i-density-water-displacement-calculate-density,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",calculate,2,yes,Use the measuring cylinders. Calculate the density of the object. Give your answer in g/cm³.
derived-y9img-002-9i-density-cuboid-calculate-density,derived-open-answer-card,y9img-002-9i-density-cuboid-calculate-density,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",calculate,2,yes,Use the cuboid diagram. Calculate the density of the object in g/cm³.
derived-y9img-003-9i-pressure-solid-block-calculate-pressure,derived-open-answer-card,y9img-003-9i-pressure-solid-block-calculate-pressure,9I,9I Forces and motion,9I-pressure,"Pressure, density and floating",calculate,2,yes,Use the block diagram. Calculate the pressure on the surface in N/cm².
derived-y9img-005-9i-moment-balanced-missing-distance,derived-open-answer-card,y9img-005-9i-moment-balanced-missing-distance,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",calculate,2,yes,Use the balanced lever diagram. Calculate the missing distance on the right-hand side.
derived-y9r6-004-9j-current-voltage-resistance-calculate,derived-open-answer-card,y9r6-004-9j-current-voltage-resistance-calculate,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,calculate,2,yes,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
