card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9x-140-9i-a-final-overland-section-is-5-km-at-1-km-h-calculate-the-time-taken,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context,calculation-practice-derived
y9x-141-9i-a-force-of-200-n-acts-0-5-m-from-a-pivot-calculate-the-moment,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I moments practice,calculation-practice-derived
y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I moments practice,calculation-practice-derived
y9x-143-9i-a-300-n-force-moves-a-load-4-m-calculate-the-work-done,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I work-done practice,calculation-practice-derived
y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I ramps/work-done practice,calculation-practice-derived
y9x-145-9i-a-cyclist-travels-at-6-m-s-for-20-s-calculate-the-distance-travelled,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I speed practice,calculation-practice-derived
y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jc Current Electricity PPT / revision pack circuit-symbol coverage,revision-pack-aligned-visual-practice
y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jc Current Electricity PPT / series and parallel circuits,revision-pack-aligned-visual-practice
y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jb Static-Electricity PPT / 9J summary sheet - charge attraction and repulsion visual practice,source-style-redraw
y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jb Static-Electricity PPT / 9J summary sheet - charging by rubbing visual practice,source-style-redraw
y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Je Electromagnets PPT / 9J summary sheet - electromagnet parts visual practice,source-style-redraw
y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Je Electromagnets PPT / 9J summary sheet - relay diagram visual practice,source-style-redraw
y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Je Electromagnets PPT / 9J summary sheet - relay explanation visual practice,source-style-redraw
y9r-001-9b-what-is-sustainable development,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming,exact-source-answer
y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-004-9b-why-are-pesticides-used-on-crops,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-005-9b-what-problem-can-pesticides-cause,9B,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-006-9b-why-are-fertilisers-used,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table,exact-source-answer
y9r-009-9b-what-is-cross-breeding,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Breeding varieties,exact-source-answer
y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Summary sheet p2 Aerobic respiration,exact-source-answer
y9r-011-9b-why-do-plants-need-magnesium-salts,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p1 Getting water,exact-source-answer
y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9B Summary sheet p1 Getting light,exact-source-answer
y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer
y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer
y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer
y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer
y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Thermal decomposition equation,exact-source-answer
y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Peer review,exact-source-answer
y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Peer review,exact-source-answer
y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials,exact-source-answer
y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials,exact-source-answer
y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials,exact-source-answer
y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials,exact-source-answer
y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E Summary sheet p2 Recycling materials,exact-source-answer
y9r-025-9e-what-is-biomagnification,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E Summary sheet p2 Problems with materials,exact-source-answer
y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F Summary sheet p1 Reactions and equations,exact-source-answer
y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p1 Reactions and equations,exact-source-answer
y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p1 Reactions and equations,exact-source-answer
y9r-029-9f-what-does-an-atom-contain,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure,exact-source-answer
y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure,exact-source-answer
y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F Summary sheet p2 Atomic structure,exact-source-answer
y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure,exact-source-answer
y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure,exact-source-answer
y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series,exact-source-answer
y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series,exact-source-answer
y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series,exact-source-answer
y9r-037-9f-what-is-a-hydrocarbon,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons,exact-source-answer
y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons,exact-source-answer
y9r-039-9f-what-is-the-test-for-oxygen,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons,exact-source-answer
y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F Summary sheet p3 Hydrocarbons,exact-source-answer
y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Rates of reaction,exact-source-answer
y9r-042-9f-what-is-a-displacement-reaction,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Displacement reactions,exact-source-answer
y9r-043-9f-where-do-most-metals-occur,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Extracting metals,exact-source-answer
y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,9F,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p3 Extracting metals,exact-source-answer
y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F Summary sheet p3 Extracting metals,exact-source-answer
y9r-046-9f-what-are-oxidation-reduction-and-redox,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Extracting metals,exact-source-answer
y9r-047-9i-what-can-forces-make-objects-do,9I,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p1 Forces and motion,exact-source-answer
y9r-048-9i-what-is-true-about-the-forces-on-an-object-moving-at-a-constant-speed,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p1 Forces and motion,exact-source-answer
y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,9I,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9I Summary sheet p1 Forces and motion,exact-source-answer
y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I Summary sheet p1 Forces and motion,exact-source-answer
y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I Summary sheet p1 Speed,exact-source-answer
y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I Summary sheet p1 Speed,exact-source-answer
y9r-053-9i-what-is-mean-speed,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p1 Speed,exact-source-answer
y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I Summary sheet p1 Speed,exact-source-answer
y9r-055-9i-what-does-a-speed-time-graph-show,9I,written-main,True,graph,graph,"Read the axes, quote the trend or values, and describe the graph clearly.","Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I Summary sheet p1 Speed-time graphs,exact-source-answer
y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,written-main,True,graph,graph,"Read the axes, quote the trend or values, and describe the graph clearly.","Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I Summary sheet p1 Speed-time graphs,exact-source-answer
y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,written-main,True,graph,graph,"Read the axes, quote the trend or values, and describe the graph clearly.","Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I Summary sheet p1 Speed-time graphs,exact-source-answer
y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,written-main,True,graph,graph,"Read the axes, quote the trend or values, and describe the graph clearly.","Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I Summary sheet p2 Gradients,exact-source-answer
y9r-059-9i-what-is-a-pivot-also-known-as,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p2 Levers and moments,exact-source-answer
y9r-060-9i-what-is-a-turning-force-called,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p2 Levers and moments,exact-source-answer
y9r-061-9i-what-is-the-formula-for-moment,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p2 Levers and moments,exact-source-answer
y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p3 Levers and moments,exact-source-answer
y9r-063-9i-what-is-work-done,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p3 Simple machines,exact-source-answer
y9r-064-9i-what-is-the-formula-for-work-done,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I Summary sheet p3 Simple machines,exact-source-answer
y9r-065-9j-what-is-a-force-field,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p1 Force fields,exact-source-answer
y9r-066-9j-what-is-the-earths-gravitational-field-strength-according-to-the-revision-s,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p1 Gravitational fields,exact-source-answer
y9r-067-9j-what-formula-is-used-to-calculate-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Summary sheet p1 Gravitational fields,exact-source-answer
