id,origin,sourceCardId,unit,domain,command,section,sectionFocus,marks,question,modelAnswer,formatSupport,retainedInWrittenExam
derived-y9x-138-9j-match-common-circuit-symbols-to-their-component-names,open-answer-card,y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,physics,identify,Section A,Core knowledge,4,"Use the circuit symbol grid. Match labels A–H to these components: cell, battery, open switch, closed switch, lamp, resistor, ammeter and voltmeter.",A = cell; B = battery; C = open switch; D = closed switch; E = lamp/bulb; F = resistor; G = ammeter; H = voltmeter.,label-or-feature,yes
derived-y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,open-answer-card,y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,physics,describe,Section B,Written reasoning,4,Use the circuit diagrams. Compare how current and voltage behave in Circuit A and Circuit B.,Circuit A is series: current is the same everywhere and voltage is shared between components. Circuit B is parallel: current splits between branches and each branch has the same voltage as the supply.,linked-description,yes
derived-y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,open-answer-card,y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,physics,identify,Section A,Core knowledge,1,Use the charge-pair diagram. Identify which labelled pairs repel and which labelled pairs attract.,Pairs A and C repel because they show like charges. Pairs B and D attract because they show opposite charges.,label-or-feature,yes
derived-y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,open-answer-card,y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,physics,identify,Section A,Core knowledge,2,"Use the charge-transfer diagram. What particle has moved, and what overall charge does the rod gain?","Electrons have moved onto the rod, so the rod gains an overall negative charge.",label-or-feature,yes
derived-y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,open-answer-card,y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,physics,identify,Section A,Core knowledge,4,"Use the electromagnet diagram. Match labels A–D to the coil of wire, iron core, cell/battery and switch.",A is the coil of wire. B is the iron core. C is the cell or battery. D is the switch.,label-or-feature,yes
derived-y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,open-answer-card,y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,physics,identify,Section A,Core knowledge,4,"Use the relay diagram. Match labels A–D to the control circuit, electromagnet, switch contacts and load/lamp.",A is the control circuit. B is the electromagnet. C is the switch contacts. D is the load or lamp circuit component.,label-or-feature,yes
derived-y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,open-answer-card,y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,physics,explain,Section B,Written reasoning,3,Use the relay diagram. Explain why a relay is useful in an electrical system.,A relay allows a small current in one circuit to switch a larger current in another circuit. The electromagnet pulls the switch contacts to complete or break the second circuit.,cause-effect,yes
derived-y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,open-answer-card,y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,biology,state,Section A,Core knowledge,1,A farmer clears hedges and trees from a field. Give one benefit for farming and one environmental problem this can cause.,Benefit: it creates more land for crops and makes it easier for machinery to move around. Problem: it destroys habitats and can cause soil erosion because there are fewer roots.,short-fact,yes
derived-y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,open-answer-card,y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,biology,state,Section A,Core knowledge,2,What problem can be caused by clearing hedges and trees?,Destroys habitats. Lack of roots can cause soil erosion.,short-fact,yes
derived-y9r-004-9b-why-are-pesticides-used-on-crops,open-answer-card,y9r-004-9b-why-are-pesticides-used-on-crops,9B,biology,explain,Section B,Written reasoning,3,Why are pesticides used on crops?,To kill pests that compete with or harm the crops.,cause-effect,yes
derived-y9r-005-9b-what-problem-can-pesticides-cause,open-answer-card,y9r-005-9b-what-problem-can-pesticides-cause,9B,biology,state,Section A,Core knowledge,2,What problem can pesticides cause?,Can kill useful organisms as well as pests. Damages food webs.,short-fact,yes
derived-y9r-006-9b-why-are-fertilisers-used,open-answer-card,y9r-006-9b-why-are-fertilisers-used,9B,biology,explain,Section B,Written reasoning,3,Why are fertilisers used?,They contain mineral salts that help plants to grow and increase the yield.,cause-effect,yes
derived-y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,open-answer-card,y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,biology,explain,Section B,Written reasoning,2,Fertiliser washes from a field into a stream. What problem can this cause?,It can cause pollution so that organisms in the water die.,cause-effect,yes
derived-y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,open-answer-card,y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,biology,state,Section A,Core knowledge,1,What is the problem with planting huge areas of a single variety?,The planting of huge areas of a single variety reduces biodiversity.,short-fact,yes
derived-y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,open-answer-card,y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,biology,describe,Section B,Written reasoning,2,What happens to the energy released from glucose in aerobic respiration?,"The energy released from glucose is transferred to molecules of ATP, which store energy for a cell until it is needed.",linked-description,yes
derived-y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,open-answer-card,y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,biology,identify,Section A,Core knowledge,2,Where does most photosynthesis happen in leaves?,"Most photosynthesis happens in the palisade cells, which are found near the upper surface of leaves.",label-or-feature,yes
derived-y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,open-answer-card,y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,chemistry,state,Section A,Core knowledge,2,What do exothermic reactions do to the surroundings?,Exothermic reactions transfer energy into the surroundings and so increase the temperature around them.,short-fact,yes
derived-y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,open-answer-card,y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,chemistry,state,Section A,Core knowledge,2,What do endothermic reactions do to the surroundings?,Endothermic reactions transfer energy from the surroundings and so decrease the temperature around them.,short-fact,yes
derived-y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,open-answer-card,y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,chemistry,state,Section A,Core knowledge,1,Give an example of an endothermic reaction from the revision sheet.,Thermal decomposition reactions.,short-fact,yes
derived-y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,open-answer-card,y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,chemistry,state,Section A,Core knowledge,1,"What do the state symbols s, l, g and aq mean?","s = solid, l = liquid, g = gas, aq = dissolved in water.",short-fact,yes
derived-y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,open-answer-card,y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,chemistry,state,Section A,Core knowledge,1,What is made when calcium carbonate thermally decomposes?,Calcium oxide and carbon dioxide.,short-fact,yes
derived-y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,open-answer-card,y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,chemistry,state,Section A,Core knowledge,3,"In peer review, what do scientists check in a paper?","They check that the paper has valid conclusions, that it is original and that the experiments work.",short-fact,yes
derived-y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,open-answer-card,y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,chemistry,state,Section A,Core knowledge,3,"After peer review, what can a paper be recommended for?","Publication, amendment or rejection.",short-fact,yes
derived-y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,open-answer-card,y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,chemistry,describe,Section B,Written reasoning,2,"How are metals recycled, according to the revision sheet?",By separating and melting.,linked-description,yes
derived-y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,open-answer-card,y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,chemistry,describe,Section B,Written reasoning,2,"How is glass recycled, according to the revision sheet?",By separating colours and melting.,linked-description,yes
derived-y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,open-answer-card,y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,chemistry,describe,Section B,Written reasoning,2,"How is paper recycled, according to the revision sheet?",By removing ink and adding water to make a pulp.,linked-description,yes
derived-y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,open-answer-card,y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,chemistry,describe,Section B,Written reasoning,2,"How is concrete recycled, according to the revision sheet?",By crushing and grading.,linked-description,yes
derived-y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,open-answer-card,y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,chemistry,explain,Section B,Written reasoning,3,Give two reasons why recycling materials to use again is useful.,It reduces our use of landfill sites and reduces the need to burn fossil fuels. It can also reduce pollution and save raw materials.,cause-effect,yes
derived-y9r-025-9e-what-is-biomagnification,open-answer-card,y9r-025-9e-what-is-biomagnification,9E,chemistry,explain,Section B,Written reasoning,3,"A toxin is eaten by small animals, and then many small animals are eaten by a predator. Why can toxin levels become highest in the predator?","Because large animals eat lots of smaller animals, toxin levels increase and can reach harmful levels. This is biomagnification.",cause-effect,yes
derived-y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,open-answer-card,y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,chemistry,explain,Section B,Written reasoning,3,Why is there no overall change in mass in a reaction or physical change?,"The number of atoms does not change, so there is no overall change in mass.",cause-effect,yes
derived-y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,open-answer-card,y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,chemistry,identify,Section A,Core knowledge,1,What do the large numbers in an equation show?,The large numbers show the number of molecules.,label-or-feature,yes
derived-y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,open-answer-card,y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,chemistry,identify,Section A,Core knowledge,2,What do the letters in brackets in an equation show?,"The letters in brackets are state symbols (g = gas, l = liquid, s = solid, aq = dissolved in water).",label-or-feature,yes
derived-y9r-029-9f-what-does-an-atom-contain,open-answer-card,y9r-029-9f-what-does-an-atom-contain,9F,chemistry,state,Section A,Core knowledge,1,What does an atom contain?,Atoms contain neutrons and protons in a central nucleus and electrons around the outside of the nucleus.,short-fact,yes
derived-y9r-030-9f-what-is-the-atomic-number-or-proton-number,open-answer-card,y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,chemistry,state,Section A,Core knowledge,1,What is the atomic number or proton number?,The number of protons is the atomic number or proton number.,short-fact,yes
derived-y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,open-answer-card,y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,chemistry,describe,Section B,Written reasoning,2,How are elements arranged in the periodic table?,Elements are arranged in order of atomic number in the periodic table.,linked-description,yes
derived-y9r-032-9f-what-is-the-mass-number-of-an-atom,open-answer-card,y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,chemistry,state,Section A,Core knowledge,1,What is the mass number of an atom?,The number of neutrons and the number of protons in an atom is its mass number.,short-fact,yes
derived-y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,open-answer-card,y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,state,Section A,Core knowledge,1,What are groups and periods in the periodic table?,The vertical columns in the periodic table are groups and the rows are periods.,short-fact,yes
derived-y9r-034-9f-what-do-metals-that-react-with-water-produce,open-answer-card,y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,chemistry,state,Section A,Core knowledge,2,What do metals that react with water produce?,The metals that react with water produce a metal hydroxide and hydrogen.,short-fact,yes
derived-y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,open-answer-card,y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,chemistry,state,Section A,Core knowledge,2,What do metals that react with dilute acids produce?,The metals that react with dilute acids produce a salt and hydrogen.,short-fact,yes
derived-y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,open-answer-card,y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,chemistry,state,Section A,Core knowledge,1,What is an oxidation reaction in the reactivity-series section?,Most metals react with oxygen from the air to form metal oxides. This is an oxidation reaction.,short-fact,yes
derived-y9r-037-9f-what-is-a-hydrocarbon,open-answer-card,y9r-037-9f-what-is-a-hydrocarbon,9F,chemistry,state,Section A,Core knowledge,1,What is a hydrocarbon?,A hydrocarbon contains hydrogen and carbon only.,short-fact,yes
derived-y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,open-answer-card,y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,chemistry,state,Section A,Core knowledge,1,What is the word equation for complete combustion of a hydrocarbon?,hydrocarbon + oxygen → carbon dioxide + water,short-fact,yes
derived-y9r-039-9f-what-is-the-test-for-oxygen,open-answer-card,y9r-039-9f-what-is-the-test-for-oxygen,9F,chemistry,state,Section A,Core knowledge,1,What is the test for oxygen?,The test for oxygen is that it relights a glowing splint.,short-fact,yes
derived-y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,open-answer-card,y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,chemistry,explain,Section B,Written reasoning,3,Why is an input of energy from a flame or spark needed to start combustion?,It is needed to start the combustion reaction by breaking some bonds in the reactants.,cause-effect,yes
derived-y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,open-answer-card,y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,chemistry,state,Section A,Core knowledge,1,A student wants a reaction to happen faster. Give three changes from the revision sheet that could increase the rate.,"Increase the temperature, increase the concentration of a reactant, and increase the surface area of a solid reactant.",short-fact,yes
derived-y9r-043-9f-where-do-most-metals-occur,open-answer-card,y9r-043-9f-where-do-most-metals-occur,9F,chemistry,state,Section A,Core knowledge,2,Where do most metals occur?,"Most metals occur as compounds called minerals, which are found in rocks called ores in the Earth’s crust.",short-fact,yes
derived-y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,open-answer-card,y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,9F,chemistry,identify,Section A,Core knowledge,1,A metal is zinc or below zinc in the reactivity series. Which extraction method can be used?,It can be extracted from its ore by heating with carbon.,label-or-feature,yes
derived-y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,open-answer-card,y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,9F,chemistry,explain,Section B,Written reasoning,3,A metal is above zinc in the reactivity series. Why is electrolysis needed to extract it from its ore?,"It is too reactive to be extracted by heating with carbon, so electrolysis is needed.",cause-effect,yes
derived-y9r-047-9i-what-can-forces-make-objects-do,open-answer-card,y9r-047-9i-what-can-forces-make-objects-do,9I,physics,state,Section A,Core knowledge,3,What can forces make objects do?,"Forces can make objects speed up, slow down or change direction.",short-fact,yes
derived-y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,open-answer-card,y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,9I,physics,describe,Section B,Written reasoning,2,What happens to air resistance as a falling object gets faster?,As it gets faster the air resistance increases.,linked-description,yes
derived-y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,open-answer-card,y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,9I,physics,explain,Section B,Written reasoning,2,A falling object is moving at terminal velocity. What has happened to air resistance and weight?,"The air resistance balances the weight, so the object cannot fall any faster.",cause-effect,yes
derived-y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,open-answer-card,y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,9I,physics,explain,Section B,Written reasoning,3,How do you convert a speed in m/s to km/h?,Divide by 1000 then multiply by 3600.,cause-effect,yes
derived-y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,open-answer-card,y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,physics,explain,Section B,Written reasoning,3,How do you convert a speed in km/h to m/s?,Multiply by 1000 then divide by 3600.,cause-effect,yes
derived-y9r-053-9i-what-is-mean-speed,open-answer-card,y9r-053-9i-what-is-mean-speed,9I,physics,state,Section A,Core knowledge,1,What is mean speed?,The mean (average) speed is the total distance travelled divided by the total time taken.,short-fact,yes
derived-y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,open-answer-card,y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,physics,calculate,Section C,Data and calculations,2,One car travels at 50 km/h and another travels at 30 km/h in the same direction. What is the relative speed?,20 km/h.,calculation-method,yes
derived-y9r-055-9i-what-does-a-speed-time-graph-show,open-answer-card,y9r-055-9i-what-does-a-speed-time-graph-show,9I,physics,graph,Section C,Data and calculations,3,What does a speed-time graph show?,A speed-time graph shows how fast something is travelling at different times during a journey.,graph-data,yes
derived-y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,open-answer-card,y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,physics,graph,Section C,Data and calculations,3,What do horizontal lines show on a speed-time graph?,Horizontal lines show a constant speed.,graph-data,yes
derived-y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,open-answer-card,y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,physics,graph,Section C,Data and calculations,3,What do sloping lines show on a speed-time graph?,Sloping lines show changes in speed (acceleration or deceleration).,graph-data,yes
derived-y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,open-answer-card,y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,physics,graph,Section C,Data and calculations,3,"On a distance-time graph, what does the gradient of a line give?",The gradient of a line gives the speed that the object is moving.,graph-data,yes
derived-y9r-062-9i-what-is-true-when-an-object-is-balanced,open-answer-card,y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,physics,state,Section A,Core knowledge,1,What is true when an object is balanced?,The anticlockwise moment is equal to the clockwise moment.,short-fact,yes
derived-y9r-064-9i-what-is-the-formula-for-work-done,open-answer-card,y9r-064-9i-what-is-the-formula-for-work-done,9I,physics,state,Section A,Core knowledge,1,What is the formula for work done?,work = force × distance moved in the direction of the force.,short-fact,yes
derived-y9r-065-9j-what-is-a-force-field,open-answer-card,y9r-065-9j-what-is-a-force-field,9J,physics,state,Section A,Core knowledge,1,What is a force field?,A force field is a space where a non-contact force has an effect.,short-fact,yes
derived-y9r-067-9j-what-formula-is-used-to-calculate-weight,open-answer-card,y9r-067-9j-what-formula-is-used-to-calculate-weight,9J,physics,calculate,Section C,Data and calculations,2,What formula is used to calculate weight?,weight (N) = mass (kg) × g (N/kg),calculation-method,yes
derived-y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,open-answer-card,y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,physics,identify,Section A,Core knowledge,1,"In an electric field diagram, what do the arrows show?",The arrows show the direction a positive charge would move.,label-or-feature,yes
derived-y9r-069-9j-what-is-current,open-answer-card,y9r-069-9j-what-is-current,9J,physics,state,Section A,Core knowledge,1,What is current?,Current is a flow of electrons.,short-fact,yes
derived-y9r-070-9j-how-do-we-measure-current,open-answer-card,y9r-070-9j-how-do-we-measure-current,9J,physics,explain,Section B,Written reasoning,3,How do we measure current?,We measure current using an ammeter connected in series.,cause-effect,yes
derived-y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,open-answer-card,y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,physics,explain,Section B,Written reasoning,2,"A component has the same resistance, but the voltage across it is increased. What happens to the current?",The current increases.,cause-effect,yes
derived-y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,open-answer-card,y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,physics,explain,Section B,Written reasoning,2,"A circuit has the same voltage, but the resistance is increased. What happens to the current?",The current decreases.,cause-effect,yes
derived-y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,open-answer-card,y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,physics,state,Section A,Core knowledge,3,What three things does the resistance of a wire depend on?,"The material from which it is made, its length and its thickness.",short-fact,yes
derived-y9r-076-9j-how-does-wire-length-affect-resistance,open-answer-card,y9r-076-9j-how-does-wire-length-affect-resistance,9J,physics,explain,Section B,Written reasoning,3,How does wire length affect resistance?,Shorter wires have lower resistances.,cause-effect,yes
derived-y9r-077-9j-how-does-wire-thickness-affect-resistance,open-answer-card,y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,physics,explain,Section B,Written reasoning,3,How does wire thickness affect resistance?,Thicker wires have lower resistances.,cause-effect,yes
derived-y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,open-answer-card,y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,physics,state,Section A,Core knowledge,1,What is the formula for calculating resistance from voltage and current?,resistance = voltage ÷ current,short-fact,yes
derived-y9r-080-9j-when-is-an-electromagnet-magnetic,open-answer-card,y9r-080-9j-when-is-an-electromagnet-magnetic,9J,physics,state,Section A,Core knowledge,1,When is an electromagnet magnetic?,It is only magnetic while the current is flowing.,short-fact,yes
derived-y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,open-answer-card,y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,physics,state,Section A,Core knowledge,1,Give three ways to make an electromagnet stronger.,"Increase the number of coils of wire, increase the size of the current, and use an iron core.",short-fact,yes
derived-y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,open-answer-card,y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,physics,explain,Section B,Written reasoning,2,What makes the coil in an electric motor turn?,"When there is a current in the coil, there is a force on each side of the coil that makes it turn.",cause-effect,yes
derived-y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,open-answer-card,y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,physics,explain,Section B,Written reasoning,3,"How can the speed of the motor, or the force it provides, be increased?","By increasing the size of the current, increasing the strength of the magnetic field, or increasing the number of turns of wire on the coil.",cause-effect,yes
derived-y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,open-answer-card,y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,biology,state,Section A,Core knowledge,1,Give three examples of living or biotic factors from the revision sheet.,"Competition, predation and disease.",short-fact,yes
derived-y9p-005-9a-what-forms-an-ecosystem,open-answer-card,y9p-005-9a-what-forms-an-ecosystem,9A,biology,state,Section A,Core knowledge,2,What forms an ecosystem?,All the organisms and physical environmental factors in an area form an ecosystem.,short-fact,yes
derived-y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,open-answer-card,y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,biology,explain,Section B,Written reasoning,3,How can probabilities be shown in inheritance questions?,"Probabilities are shown as percentages, decimals or fractions.",cause-effect,yes
derived-y9p-009-9f-what-is-neutralisation,open-answer-card,y9p-009-9f-what-is-neutralisation,9F,chemistry,state,Section A,Core knowledge,1,What is neutralisation?,A reaction in which an acid reacts with an alkali or a base to produce a salt and water.,short-fact,yes
derived-y9p-010-9f-what-is-a-thermite-reaction,open-answer-card,y9p-010-9f-what-is-a-thermite-reaction,9F,chemistry,state,Section A,Core knowledge,1,What is a thermite reaction?,A highly exothermic displacement reaction between aluminium and iron oxide that produces molten iron.,short-fact,yes
derived-y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,open-answer-card,y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,chemistry,identify,Section A,Core knowledge,1,"In the thermite reaction, which metal displaces iron?",Aluminium.,label-or-feature,yes
derived-y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,open-answer-card,y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,chemistry,state,Section A,Core knowledge,1,What energy supply do thermal decomposition reactions need to keep going?,A constant supply of energy.,short-fact,yes
derived-y9p-019-9f-what-is-oxidation,open-answer-card,y9p-019-9f-what-is-oxidation,9F,chemistry,state,Section A,Core knowledge,1,What is oxidation?,Reaction in which a substance gains oxygen.,short-fact,yes
derived-y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,open-answer-card,y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,physics,explain,Section B,Written reasoning,3,How do you find the number of decimal places in a number?,The number of decimal places in a number is the number of digits after the decimal point.,cause-effect,yes
derived-y9p-023-9j-what-is-the-first-significant-figure-in-a-number,open-answer-card,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,physics,state,Section A,Core knowledge,1,What is the first significant figure in a number?,The digit with the highest place value.,short-fact,yes
derived-y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,open-answer-card,y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,physics,calculate,Section C,Data and calculations,1,"In the number 3.407, how many decimal places are there?",Three decimal places.,calculation-method,yes
derived-y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,open-answer-card,y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,physics,identify,Section A,Core knowledge,1,"In the number 0.0632, what is the first significant figure?",6.,label-or-feature,yes
derived-y9p-027-9j-round-42-786-to-one-decimal-place,open-answer-card,y9p-027-9j-round-42-786-to-one-decimal-place,9J,physics,calculate,Section C,Data and calculations,1,Round 42.786 to one decimal place.,42.8.,calculation-method,yes
derived-y9p-028-9j-round-42-786-to-two-decimal-places,open-answer-card,y9p-028-9j-round-42-786-to-two-decimal-places,9J,physics,calculate,Section C,Data and calculations,1,Round 42.786 to two decimal places.,42.79.,calculation-method,yes
derived-y9p-029-9j-round-0-0632-to-one-significant-figure,open-answer-card,y9p-029-9j-round-0-0632-to-one-significant-figure,9J,physics,calculate,Section C,Data and calculations,1,Round 0.0632 to one significant figure.,0.06.,calculation-method,yes
derived-y9p-030-9j-round-0-0632-to-two-significant-figures,open-answer-card,y9p-030-9j-round-0-0632-to-two-significant-figures,9J,physics,calculate,Section C,Data and calculations,1,Round 0.0632 to two significant figures.,0.063.,calculation-method,yes
derived-y9qb-001-9b-farming-benefit-problem-compare,open-answer-card,y9qb-001-9b-farming-benefit-problem-compare,9B,biology,explain,Section B,Written reasoning,3,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.,"Fertilisers contain mineral salts that help plants grow and increase yield, but if they wash into streams and rivers they can cause pollution so organisms die. Pesticides kill pests that compete with or harm crops, but they can kill useful organisms and damage food webs.",cause-effect,yes
