id,unit,domain,type,command,marks,pool,source_action,question,source,source_fidelity,has_media
y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,physics,Assess check,explain,3,written-main,promote now,How do you convert a speed in km/h to m/s?,9I Summary sheet p1 Speed,exact-source-answer,False
y9r-053-9i-what-is-mean-speed,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is mean speed?,9I Summary sheet p1 Speed,exact-source-answer,False
y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,physics,Calculation,calculate,2,written-main,promote now,One car travels at 50 km/h and another travels at 30 km/h in the same direction. What is the relative speed?,9I Summary sheet p1 Speed,exact-source-answer,False
y9r-055-9i-what-does-a-speed-time-graph-show,9I,physics,Assess check,graph,3,written-main,promote now,What does a speed-time graph show?,9I Summary sheet p1 Speed-time graphs,exact-source-answer,True
y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,physics,Assess check,graph,3,written-main,promote now,What do horizontal lines show on a speed-time graph?,9I Summary sheet p1 Speed-time graphs,exact-source-answer,True
y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,physics,Assess check,graph,3,written-main,promote now,What do sloping lines show on a speed-time graph?,9I Summary sheet p1 Speed-time graphs,exact-source-answer,True
y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,physics,Assess check,graph,3,written-main,promote now,"On a distance-time graph, what does the gradient of a line give?",9I Summary sheet p2 Gradients,exact-source-answer,True
y9r-059-9i-what-is-a-pivot-also-known-as,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is a pivot also known as?,9I Summary sheet p2 Levers and moments,exact-source-answer,False
y9r-060-9i-what-is-a-turning-force-called,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is a turning force called?,9I Summary sheet p2 Levers and moments,exact-source-answer,False
y9r-061-9i-what-is-the-formula-for-moment,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is the formula for moment?,9I Summary sheet p2 Levers and moments,exact-source-answer,False
y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is true when an object is balanced?,9I Summary sheet p3 Levers and moments,exact-source-answer,False
y9r-063-9i-what-is-work-done,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is work done?,9I Summary sheet p3 Simple machines,exact-source-answer,False
y9r-064-9i-what-is-the-formula-for-work-done,9I,physics,Assess check,state,1,written-recall,promote to recall pool,What is the formula for work done?,9I Summary sheet p3 Simple machines,exact-source-answer,False
y9r-065-9j-what-is-a-force-field,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is a force field?,9J Summary sheet p1 Force fields,exact-source-answer,True
y9r-066-9j-what-is-the-earths-gravitational-field-strength-according-to-the-revision-s,9J,physics,Assess check,state,1,written-recall,promote to recall pool,"What is the Earth’s gravitational field strength, according to the revision sheet?",9J Summary sheet p1 Gravitational fields,exact-source-answer,False
y9r-067-9j-what-formula-is-used-to-calculate-weight,9J,physics,Assess check,calculate,2,written-main,promote now,What formula is used to calculate weight?,9J Summary sheet p1 Gravitational fields,exact-source-answer,False
y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,physics,Assess check,identify,1,written-main,source-style wording polished and promoted in v1.56.0,Identify what the arrows show in an electric-field diagram.,9J Summary sheet p1 Static electricity,exact-source-answer,True
y9r-069-9j-what-is-current,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is current?,9J Summary sheet p1 Electric circuits,exact-source-answer,False
y9r-070-9j-how-do-we-measure-current,9J,physics,Assess check,explain,3,written-main,promote now,How do we measure current?,9J Summary sheet p1 Electric circuits,exact-source-answer,False
y9r-071-9j-how-do-we-measure-voltage,9J,physics,Assess check,explain,3,written-main,promote now,How do we measure voltage?,9J Summary sheet p1 Electric circuits,exact-source-answer,False
y9r-072-9j-what-is-resistance,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is resistance?,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,physics,Apply check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain what happens to current when voltage increases but resistance stays the same.,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,physics,Apply check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain what happens to current when resistance increases but voltage stays the same.,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,physics,Assess check,state,3,written-main,source-style wording polished and promoted in v1.56.0,State three factors that affect the resistance of a wire.,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-076-9j-how-does-wire-length-affect-resistance,9J,physics,Assess check,explain,3,written-main,promote now,How does wire length affect resistance?,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,physics,Assess check,explain,3,written-main,promote now,How does wire thickness affect resistance?,9J Summary sheet p2 Resistance,exact-source-answer,False
y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is the formula for calculating resistance from voltage and current?,9J Summary sheet p2 Calculating resistance,exact-source-answer,False
y9r-079-9j-what-is-an-electromagnet,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is an electromagnet?,9J Summary sheet p2 Electromagnets,exact-source-answer,True
y9r-080-9j-when-is-an-electromagnet-magnetic,9J,physics,Assess check,state,1,written-main,source-style wording polished and promoted in v1.56.0,State when an electromagnet is magnetic.,9J Summary sheet p2 Electromagnets,exact-source-answer,True
y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,physics,Assess check,state,1,written-recall,promote to recall pool,Give three ways to make an electromagnet stronger.,9J Summary sheet p2 Electromagnets,exact-source-answer,True
y9r-082-9j-what-is-the-motor-effect,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is the motor effect?,9J Summary sheet p3 Motors,exact-source-answer,True
y9r-083-9j-what-does-an-electric-motor-consist-of,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What does an electric motor consist of?,9J Summary sheet p3 Motors,exact-source-answer,True
y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,physics,Assess check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain what makes the coil in an electric motor turn.,9J Summary sheet p3 Motors,exact-source-answer,True
y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,physics,Assess check,explain,3,written-main,promote now,"How can the speed of the motor, or the force it provides, be increased?",9J Summary sheet p3 Motors,exact-source-answer,True
y9p-001-9a-what-is-an-abiotic-factor,9A,biology,Assess check,state,1,written-recall,promote to recall pool,What is an abiotic factor?,9A Word sheet 9Aa Environmental variation,exact-source-answer,False
y9p-002-9a-what-is-a-biotic-factor,9A,biology,Assess check,state,1,written-recall,promote to recall pool,What is a biotic factor?,9A Word sheet 9Aa Environmental variation,exact-source-answer,False
y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,biology,Assess check,state,1,written-recall,promote to recall pool,Give three examples of living or biotic factors from the revision sheet.,9A Summary sheet p1 Environmental variation,exact-source-answer,False
y9p-004-9a-what-are-abiotic-factors,9A,biology,Assess check,state,1,written-recall,promote to recall pool,What are abiotic factors?,9A Summary sheet p1 Environmental variation,exact-source-answer,False
y9p-005-9a-what-forms-an-ecosystem,9A,biology,Assess check,state,2,written-main,source-style wording polished and promoted in v1.56.0,State what forms an ecosystem.,9A Summary sheet p1 Environmental variation,exact-source-answer,False
y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,biology,Assess check,explain,3,written-main,promote now,How can probabilities be shown in inheritance questions?,"9A Summary sheet p1 Chromosomes, genes and DNA",exact-source-answer,False
y9p-007-9a-what-does-probability-mean,9A,biology,Assess check,state,1,written-recall,promote to recall pool,What does probability mean?,9A Word sheet 9Ab Probability,exact-source-answer,False
y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,9A,biology,Assess check,state,1,written-recall,promote to recall pool,Write 25% as a decimal and as a fraction.,"9A Summary sheet p1 Chromosomes, genes and DNA",source-traceable-application,False
y9p-009-9f-what-is-neutralisation,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is neutralisation?,9F Word sheet 9Fc Energy and reactions,exact-source-answer,True
y9p-010-9f-what-is-a-thermite-reaction,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is a thermite reaction?,9F Word sheet 9Fd Displacement,exact-source-answer,False
y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,chemistry,Assess check,identify,1,written-main,promote now,"In the thermite reaction, which metal displaces iron?",9F Quick Quiz 9Fd Q4,exact-source-answer,False
y9p-013-9f-what-is-thermal-decomposition,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is thermal decomposition?,9E Word sheet 9Ec/9Ed Thermal decomposition,exact-source-answer,False
y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,chemistry,Assess check,state,1,written-main,source-style wording polished and promoted in v1.56.0,State what energy supply thermal-decomposition reactions need to keep going.,9F Summary sheet p3 Hydrocarbons,exact-source-answer,False
y9p-015-9f-what-is-an-oxidising-agent,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is an oxidising agent?,9F Word sheet 9Fc Energy and reactions,exact-source-answer,False
y9p-016-9f-what-is-a-reducing-agent,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is a reducing agent?,9F Word sheet 9Fe Extracting metals,exact-source-answer,False
y9p-017-9f-when-has-a-substance-been-reduced,9F,chemistry,Assess check,state,1,written-main,source-style wording polished and promoted in v1.56.0,State what it means when a substance has been reduced.,9F Word sheet 9Fe Extracting metals,exact-source-answer,False
y9p-018-9f-what-is-a-redox-reaction,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is a redox reaction?,9F Word sheet 9Fe Extracting metals,exact-source-answer,False
y9p-019-9f-what-is-oxidation,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is oxidation?,9F Word sheet 9Fb Reactivity,exact-source-answer,False
y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,9F,chemistry,Assess check,state,1,written-recall,promote to recall pool,What is the percentage loss or gain formula from the revision sheet?,9F Summary sheet p3 Percentage loss or gain,exact-source-answer,False
y9p-021-9j-what-is-a-decimal-place,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is a decimal place?,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,False
y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,physics,Assess check,explain,3,written-main,promote now,How do you find the number of decimal places in a number?,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,False
y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is the first significant figure in a number?,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,False
y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is the second significant figure in a number?,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,False
y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,physics,Assess check,calculate,1,written-main,source-style wording polished and promoted in v1.56.0,Calculate how many decimal places are in 3.407.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,physics,Assess check,identify,1,written-main,source-style wording polished and promoted in v1.56.0,Identify the first significant figure in 0.0632.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-027-9j-round-42-786-to-one-decimal-place,9J,physics,Assess check,calculate,1,written-main,source-style wording polished and promoted in v1.56.0,Round 42.786 to one decimal place.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-028-9j-round-42-786-to-two-decimal-places,9J,physics,Assess check,calculate,1,written-main,source-style wording polished and promoted in v1.56.0,Round 42.786 to two decimal places.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-029-9j-round-0-0632-to-one-significant-figure,9J,physics,Assess check,calculate,1,written-main,source-style wording polished and promoted in v1.56.0,Round 0.0632 to one significant figure.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-030-9j-round-0-0632-to-two-significant-figures,9J,physics,Assess check,calculate,1,written-main,source-style wording polished and promoted in v1.56.0,Round 0.0632 to two significant figures.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,False
y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,physics,Assess check,state,1,written-recall,promote to recall pool,What is the difference between decimal places and significant figures?,9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis,False
y9qb-001-9b-farming-benefit-problem-compare,9B,biology,Challenge check,explain,3,written-main,promote now,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.,9B revision pack farming methods / sustainability notes,source-traceable-synthesis,True
y9qb-002-9e-thermal-decomposition-state-symbols,9E,chemistry,Challenge check,state,1,written-recall,promote to recall pool,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.,9E revision pack thermal decomposition / state symbols,source-traceable-synthesis,False
y9qb-003-9f-redox-thermite-application,9F,chemistry,Challenge check,explain,3,written-main,promote now,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?","9F revision pack thermite / oxidation, reduction and redox",source-traceable-synthesis,False
y9qb-004-9i-moments-balanced-application,9I,physics,Challenge calculation,calculate,2,written-main,promote now,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?",9I revision pack moments / balanced moments,source-traceable-synthesis,False
y9qb-005-9j-wire-resistance-investigation-variables,9J,physics,Challenge check,identify,1,written-main,promote now,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?",9J revision pack wire resistance investigation,source-traceable-synthesis,True
y9qb-006-9j-significant-figures-application,9J,physics,Challenge calculation,state,1,written-recall,promote to recall pool,A calculated value is 0.0632 A. Write it to one significant figure and to two significant figures.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis,False
y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,9I,physics,Calculation,calculate,2,written-main,promote now,Calculate the pressure when a 120 N force acts on an area of 0.50 m².,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,False
y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,9I,physics,Calculation,calculate,2,written-main,promote now,A force of 60 N produces a pressure of 300 Pa. Calculate the area.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,False
y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,physics,Progress check,describe,2,written-main,promote now,Describe how liquid pressure changes with depth.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,physics,Apply check,explain,3,written-main,promote now,Why does a dam wall need to be stronger near the bottom?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,9I,physics,Progress check,describe,2,written-main,promote now,Describe how atmospheric pressure changes with height.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,False
y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,physics,Apply check,explain,3,written-main,promote now,Why can a large ship float even though it is made from dense metal?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,physics,Progress check,state,1,written-recall,promote to recall pool,What does it mean if an object floats?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,physics,Apply check,explain,3,written-main,promote now,Why do snowshoes help a person walk on soft snow?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,physics,Challenge check,explain,3,written-main,promote now,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,physics,Progress check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain why liquid pressure at the bottom does not depend mainly on container width.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,True
y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,chemistry,Progress check,describe,2,written-main,promote now,What happens to particles in a solid when it is heated?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,chemistry,Progress check,describe,2,written-main,promote now,What happens to particles in a hot object as it cools?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-052-E-heating-cooling-describe-conduction-using-particles,9E,chemistry,Progress check,describe,2,written-main,promote now,Describe conduction using particles.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,False
y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,chemistry,Apply check,explain,3,written-main,promote now,Why does a metal spoon in hot soup become hot quickly?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,chemistry,Apply check,explain,3,written-main,promote now,Why does a plastic handle help protect your hand from a hot pan?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,chemistry,Progress check,state,1,written-recall,promote to recall pool,What does a cooling curve show?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,chemistry,Apply check,explain,3,written-main,promote now,Why does a very hot drink cool faster at first than later?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,chemistry,Progress check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain what happens to energy when an object cools.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,chemistry,Challenge check,explain,3,written-main,promote now,Explain why insulation does not “make heat”; it helps keep something warm.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,True
y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,What does an atom contain?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,False
y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,What is the atomic number or proton number?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,False
y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,What is the mass number of an atom?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,False
y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,What are groups and periods in the periodic table?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,True
y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,chemistry,Progress check,identify,1,written-main,source-style wording polished and promoted in v1.56.0,Identify where metals are usually found in the periodic table.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,True
y9cgp-068-F-periodic-table-bridge-give-two-general-properties-of-metals,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,Give two general properties of metals.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,False
y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,Give two general properties of non-metals.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,False
y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,chemistry,Progress check,describe,2,written-main,promote now,Describe the reactivity trend down Group 1.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,False
y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,chemistry,Progress check,describe,2,written-main,promote now,Describe the reactivity trend down Group 7.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,False
y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,chemistry,Progress check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain what causes the natural greenhouse effect.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,True
y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,chemistry,Apply check,explain,3,written-main,promote now,Why can extra greenhouse gases increase global temperature?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,True
y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,chemistry,Progress check,state,1,written-recall,promote to recall pool,Give two examples of evidence used for global warming.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,False
y9cgp-080-E-climate-bridge-how-can-cutting-fossil-fuel-use-help-reduce-global-warming,9E,chemistry,Progress check,explain,3,written-main,promote now,How can cutting fossil fuel use help reduce global warming?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,False
y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,9E,chemistry,Apply check,explain,3,written-main,promote now,Explain one environmental problem caused by making materials.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,exact-source-answer,False
y9cgp-083-E-climate-bridge-why-is-climate-change-more-than-just-one-hot-day,9E,chemistry,Progress check,explain,3,written-main,promote now,Why is climate change more than just “one hot day”?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,False
y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,chemistry,Apply check,explain,3,written-main,promote now,Why do scientists compare modern temperatures with long-term averages?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,False
y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,chemistry,Challenge check,explain,3,written-main,promote now,Explain why a correlation between greenhouse gas emissions and temperature is important but not the only evidence needed.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,True
y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,9F,chemistry,Progress check,state,2,written-main,source-style wording polished and promoted in v1.56.0,State what exothermic reactions do to the surroundings.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,True
y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,9F,chemistry,Progress check,state,2,written-main,source-style wording polished and promoted in v1.56.0,State what endothermic reactions do to the surroundings.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,True
y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,chemistry,Apply check,explain,3,written-main,promote now,Why should temperature be measured before and after a reaction?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,True
y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,chemistry,Progress check,state,1,written-recall,promote to recall pool,Give one example of an endothermic reaction from the revision sheet.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,False
y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,chemistry,Apply check,explain,3,written-main,promote now,Why is combustion usually described as exothermic?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,True
y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,chemistry,Challenge check,explain,2,written-main,source-style wording polished and promoted in v1.56.0,Explain why “cold energy” is not a correct scientific idea for an endothermic reaction.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,False
y9img-001-9i-density-water-displacement-calculate-density,9I,physics,Calculation,calculate,2,written-main,promote now,Use the measuring cylinders. Calculate the density of the object. Give your answer in g/cm³.,Visual integration v1.52.0,source-style-redraw,True
y9img-002-9i-density-cuboid-calculate-density,9I,physics,Calculation,calculate,2,written-main,promote now,Use the cuboid diagram. Calculate the density of the object in g/cm³.,Visual integration v1.52.0,source-style-redraw,True
y9img-003-9i-pressure-solid-block-calculate-pressure,9I,physics,Calculation,calculate,2,written-main,promote now,Use the block diagram. Calculate the pressure on the surface in N/cm².,Visual integration v1.52.0,source-style-redraw,True
