qid,legacy_id,unit,qid_type,card_type,level,question,source
9F-WE-14,y9x-060-9f-describe-the-reactivity-series-and-the-position-of-iron,9F,WE,Assess check,2,Describe the reactivity series and the position of iron.,9F assess-yourself success criterion 08
9F-WE-15,y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method,9F,WE,Assess check,3,Explain how metal reactivity determines extraction method.,9F assess-yourself success criterion 09
9F-WE-16,y9x-062-9f-explain-why-energy-needs-and-cost-matter-when-selecting-extraction-methods,9F,WE,Assess check,3,Explain why energy needs and cost matter when selecting extraction methods.,9F assess-yourself success criterion 10
9F-WE-17,y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting,9F,WE,Assess check,3,Describe sacrificial protection for preventing rusting.,9F assess-yourself success criterion 11
9F-WE-18,y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv,9F,WE,Assess check,4,Explain how sacrificial protection prevents rusting and link this to the reactivity series.,9F assess-yourself success criterion 12
9F-WE-19,y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection,9F,WE,Assess check,3,Explain why certain metals are used for sacrificial protection.,9F assess-yourself success criterion 13
9F-WE-20,y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,9F,WE,Assess check,4,Explain other reactions taking place in a blast furnace.,9F assess-yourself success criterion 14
9F-WE-21,y9x-067-9f-use-balanced-equations-to-represent-reactions,9F,WE,Assess check,4,Use balanced equations to represent reactions.,9F assess-yourself success criterion 15
9F-WE-22,y9x-068-9f-describe-the-formation-of-stainless-steel,9F,WE,Assess check,3,Describe the formation of stainless steel.,9F assess-yourself success criterion 16
9F-MCQ-21,y9x-069-9f-use-the-reactivity-series-which-metal-is-most-reactive,9F,MCQ,Assess check,3,Use the reactivity series diagram. Which metal shown is the most reactive?,9F visual coverage - reactivity series comparison
9F-MCQ-22,y9x-070-9f-use-the-reactivity-series-which-metal-is-least-reactive,9F,MCQ,Assess check,3,Use the reactivity series diagram. Which metal shown is the least reactive?,9F visual coverage - reactivity series comparison
9F-MCQ-23,y9x-071-9f-use-the-displacement-test-which-tube-is-most-likely-to-show-a-reaction,9F,MCQ,Assess check,3,Use the displacement test diagram. Which labelled tube is most likely to show a displacement reaction?,9F visual coverage - displacement reaction interpretation
9F-MCQ-24,y9x-072-9f-use-the-extraction-diagram-which-process-is-needed-for-a-metal-above-carbon,9F,MCQ,Assess check,3,Use the extraction diagram. A metal above carbon usually needs which extraction method?,9F visual coverage - extraction method choice
9F-MCQ-25,y9x-073-9f-use-the-extraction-diagram-which-process-can-often-extract-a-metal-below-carbon,9F,MCQ,Assess check,3,Use the extraction diagram. A metal below carbon can often be extracted by:,9F visual coverage - extraction method choice
9F-MCQ-26,y9x-074-9f-use-the-blast-furnace-diagram-which-label-shows-the-hot-air-blast,9F,MCQ,Assess check,3,Use the blast furnace diagram. Which label shows hot air being blown into the furnace?,9F visual coverage - blast furnace process
9F-MCQ-27,y9x-075-9f-use-the-blast-furnace-diagram-which-label-shows-molten-material-being-tapped-out,9F,MCQ,Assess check,3,Use the blast furnace diagram. Which label shows molten iron being tapped out near the bottom?,9F visual coverage - blast furnace process
9F-MCQ-28,y9x-076-9f-use-the-process-diagram-which-process-uses-electricity,9F,MCQ,Assess check,3,Use the extraction process diagram. Which process uses electricity?,9F visual coverage - electrolysis versus carbon reduction
9F-MCQ-29,y9x-077-9f-use-the-process-diagram-in-carbon-reduction-what-is-removed-from-the-metal-oxide,9F,MCQ,Assess check,3,"Use the extraction process diagram. In carbon reduction, what is removed from the metal oxide?",9F visual coverage - carbon reduction interpretation
9F-MCQ-30,y9x-078-9f-use-the-mass-gain-diagram-calculate-the-percentage-mass-gain,9F,MCQ,Calculation,4,Use the mass gain diagram. Magnesium changes from 24 g to 40 g. What is the percentage mass gain?,9F visual coverage - percentage mass gain calculation
9F-MCQ-31,y9x-079-9f-use-the-mass-loss-diagram-calculate-the-percentage-mass-loss,9F,MCQ,Calculation,4,Use the mass loss diagram. Copper oxide changes from 80 g to 64 g of copper. What is the percentage mass loss?,9F visual coverage - percentage mass loss calculation
9F-MCQ-32,y9x-080-9f-use-the-rusting-diagram-which-tube-will-rust-fastest,9F,MCQ,Assess check,3,Use the rusting conditions diagram. Which tube should rust fastest?,9F visual coverage - rusting conditions
9F-MCQ-33,y9x-081-9f-use-the-sacrificial-protection-diagram-which-pair-protects-iron-better,9F,MCQ,Assess check,3,"Use the sacrificial protection diagram. Which pair should protect iron better, and why?",9F visual coverage - sacrificial protection
9I-WE-04,y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,9I,WE,Assess check,1,Recall units for speed and explain what speed means.,9I assess-yourself success criterion 01
9I-WE-05,y9x-070-9i-explain-how-distance-and-time-affect-speed,9I,WE,Assess check,2,Explain how distance and time affect speed.,9I assess-yourself success criterion 02
9I-CALC-07,y9x-071-9i-use-the-formula-relating-speed-distance-and-time,9I,CALC,Assess check,2,"Use the formula relating speed, distance and time.",9I assess-yourself success criterion 03
9I-WE-06,y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,9I,WE,Assess check,2,"Describe levers, ramps and pulleys and how they help move loads.",9I assess-yourself success criterion 04
9I-WE-07,y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,9I,WE,Assess check,3,"Explain how levers, ramps or pulleys could raise or lift stones.",9I assess-yourself success criterion 05
9I-WE-08,y9x-074-9i-state-what-a-moment-is-and-when-something-balances,9I,WE,Assess check,2,State what a moment is and when something balances.,9I assess-yourself success criterion 06
9I-WE-09,y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,9I,WE,Assess check,3,Explain why simple machines do not mean less energy is needed.,9I assess-yourself success criterion 07
9I-WE-10,y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,9I,WE,Assess check,3,Represent part of a journey on a distance-time graph.,9I assess-yourself success criterion 08
9I-CALC-08,y9x-077-9i-use-the-formula-for-moment-force-and-perpendicular-distance,9I,CALC,Assess check,2,"Use the formula for moment, force and perpendicular distance.",9I assess-yourself success criterion 09
9I-WE-11,y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,9I,WE,Assess check,2,Explain the effect of friction on force needed to move a load.,9I assess-yourself success criterion 10
9I-WE-12,y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,9I,WE,Assess check,3,Explain why friction usually means more energy is needed with a simple machine.,9I assess-yourself success criterion 11
9I-WE-13,y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,9I,WE,Assess check,4,Explain how ramp angle affects friction and required force using force components.,9I assess-yourself success criterion 12
9B-WE-29,y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,9B,WE,Progress check,3,Describe what gas exchange is and why it needs to occur in plants.,9B Plant Growth PPT slide 48 progress check
9B-WE-30,y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,9B,WE,Progress check,3,Describe how a leaf is adapted so palisade cells get the resources they need.,9B Plant Growth PPT slide 48 progress check
9B-WE-31,y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,9B,WE,Progress check,3,Describe why starch in chloroplasts is broken down.,9B Plant Growth PPT slide 62 progress check
9B-WE-32,y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,9B,WE,Progress check,3,Suggest when starch is broken down in chloroplasts and explain why.,9B Plant Growth PPT slide 62 progress check
9B-WE-33,y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,9B,WE,Progress check,3,Explain why plants do not grow well if the soil lacks nitrates.,9B Plant Growth PPT slide 65 extending
9B-WE-34,y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,9B,WE,Progress check,3,Put the main stages of germination into a logical order.,9B Plant Growth PPT slide 67
9B-WE-35,y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,9B,WE,Progress check,3,List three substances found in seeds and explain their functions.,9B Plant Growth PPT slide 67 extending
9B-WE-36,y9x-088-9b-describe-why-plants-are-cross-bred,9B,WE,Progress check,2,Describe why plants are cross-bred.,9B Plant Growth PPT slide 73 objective
9B-WE-37,y9x-089-9b-recall-the-main-mineral-nutrients-plants-need,9B,WE,Progress check,2,Recall the main mineral nutrients plants need.,9B Plant Growth PPT slide 73 objective
9B-WE-38,y9x-090-9b-explain-how-food-production-for-humans-can-be-increased,9B,WE,Progress check,3,Explain how food production for humans can be increased.,9B Plant Growth PPT slide 73 objective
9B-WE-39,y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,9B,WE,Progress check,3,Explain why phosphates and potassium are important nutrients for plants.,9B Plant Growth PPT slide 73 objective
9B-WE-40,y9x-092-9b-define-biodiversity,9B,WE,Apply check,2,A pesticide reduces the number of insect species living in a field. What has happened to biodiversity in that area?,9B Plant Growth PPT slide 95
9B-WE-41,y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,9B,WE,Progress check,3,Describe how sampling can estimate biodiversity in a field.,9B Plant Growth PPT slides 97-98
9B-WE-42,y9x-094-9b-explain-why-relying-on-one-crop-variety-can-be-risky,9B,WE,Progress check,3,Explain why relying on one crop variety can be risky.,9B Plant Growth PPT slide 99 extending
9B-WE-43,y9x-095-9b-label-the-main-processes-in-the-carbon-cycle,9B,WE,Progress check,3,Label the main processes in the carbon cycle.,9B Plant Growth PPT slide 103
9B-WE-44,y9x-096-9b-explain-how-farming-affects-the-carbon-cycle,9B,WE,Progress check,4,Explain how farming affects the carbon cycle.,9B Plant Growth PPT slide 103 extending
9B-WE-45,y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming,9B,WE,Progress check,3,Give advantages and disadvantages of clearing land for farming.,9B Plant Growth PPT slide 105
9B-WE-46,y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides,9B,WE,Progress check,3,Give advantages and disadvantages of insecticides and herbicides.,9B Plant Growth PPT slide 105
9B-WE-47,y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers,9B,WE,Progress check,3,Give advantages and disadvantages of fertilisers.,9B Plant Growth PPT slide 105
9B-WE-48,y9x-100-9b-explain-why-changing-from-wheat-to-rapeseed-after-many-years-may-reduce-yield,9B,WE,Progress check,4,Explain why changing from wheat to rapeseed after many years may reduce yield.,9B Plant Growth PPT slide 105 extending
9J-WE-07,y9x-101-9j-state-where-electrons-are-found-in-an-atom,9J,WE,Progress check,1,State where electrons are found in an atom.,9Jb Static Electricity PPT slide 9 progress check
9J-WE-08,y9x-102-9j-describe-the-dangers-of-static-electricity,9J,WE,Progress check,2,Describe the dangers of static electricity.,9Jb Static Electricity PPT slide 9 progress check
9J-WE-09,y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material,9J,WE,Progress check,3,Explain why only negative charges transfer onto an insulating material.,9Jb Static Electricity PPT slide 9 progress check
9J-WE-10,y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge,9J,WE,Progress check,3,Explain why a rubbed polythene rod has an overall negative charge.,9Jb Static Electricity PPT slide 9 progress check
9J-WE-11,y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other,9J,WE,Progress check,2,Describe how charged objects attract or repel each other.,9Jb Static Electricity PPT slides 8 and 10
9J-WE-12,y9x-106-9j-describe-a-fair-investigation-of-forces-between-charged-rods,9J,WE,Progress check,3,Describe a fair investigation of forces between charged rods.,9Jb Static Electricity PPT slide 12
9J-WE-13,y9x-107-9j-state-three-materials-that-have-high-resistance,9J,WE,Progress check,1,State three materials that have high resistance.,9Jd Resistance PPT slide 9 progress check
9J-WE-14,y9x-108-9j-describe-what-resistance-is,9J,WE,Progress check,1,Describe what resistance is.,9Jd Resistance PPT slide 9 progress check
9J-WE-15,y9x-109-9j-describe-how-to-increase-resistance-in-a-circuit,9J,WE,Progress check,2,Describe how to increase resistance in a circuit.,9Jd Resistance PPT slide 9 progress check
9J-WE-16,y9x-110-9j-state-the-units-for-voltage-current-and-resistance,9J,WE,Progress check,1,"State the units for voltage / potential difference, current and resistance.",9Jd Resistance PPT slide 10
9J-WE-17,y9x-111-9j-explain-which-wire-has-higher-resistance-a-long-thin-wire-or-a-short-thick-wire-,9J,WE,Progress check,3,Explain which wire has higher resistance: a long thin wire or a short thick wire of the same material.,9Jd Resistance PPT slide 8
9J-WE-18,y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan,9J,WE,Progress check,3,Explain how a current–voltage graph shows which resistor has the higher resistance.,9Jd Resistance PPT slide 16
9J-WE-19,y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,9J,WE,Progress check,4,Plan an investigation into how wire thickness affects resistance.,9Jd Resistance PPT objective
9J-WE-20,y9x-114-9j-explain-why-copper-is-commonly-used-for-wires-in-circuits,9J,WE,Progress check,2,Explain why copper is commonly used for wires in circuits.,9Jc Current Electricity PPT slide 3 extending
9J-WE-21,y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits,9J,WE,Progress check,3,Describe how current behaves in series and parallel circuits.,9Jc Current Electricity PPT slide 10
9J-WE-22,y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits,9J,WE,Progress check,3,Describe how voltage / potential difference behaves in series and parallel circuits.,9Jc Current Electricity PPT slide 13
9J-WE-23,y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet,9J,WE,Progress check,2,Explain the difference between an electromagnet and a bar magnet.,9Je Electromagnets PPT slide 3 extending
9J-WE-24,y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,9J,WE,Progress check,4,"Predict how changing current, magnetic field strength or current direction affects a motor.",9Je Electromagnets PPT slide 8
9J-CALC-05,y9x-119-9j-gamora-has-mass-54-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,CALC,Calculation,2,"Gamora has mass 54 kg. Calculate her weight on Earth, where g = 10 N/kg.",9Ja Force Fields PPT slide 17
9J-CALC-06,y9x-120-9j-gamora-has-mass-54-kg-on-a-planet-where-g-5-n-kg-calculate-her-weight,9J,CALC,Calculation,2,Gamora has mass 54 kg on a planet where g = 5 N/kg. Calculate her weight.,9Ja Force Fields PPT slide 17
9J-CALC-07,y9x-121-9j-star-lord-has-mass-96-kg-calculate-his-weight-on-earth-where-g-10-n-kg,9J,CALC,Calculation,2,"Star Lord has mass 96 kg. Calculate his weight on Earth, where g = 10 N/kg.",9Ja Force Fields PPT slide 18
9J-CALC-08,y9x-122-9j-star-lord-has-mass-96-kg-on-a-planet-where-g-14-n-kg-calculate-his-weight,9J,CALC,Calculation,3,Star Lord has mass 96 kg on a planet where g = 14 N/kg. Calculate his weight.,9Ja Force Fields PPT slide 18
9J-CALC-09,y9x-123-9j-drax-weighs-1220-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,CALC,Calculation,2,Drax weighs 1220 N on Earth where g = 10 N/kg. Calculate his mass.,9Ja Force Fields PPT slide 19
9J-CALC-10,y9x-124-9j-drax-has-mass-122-kg-on-a-planet-where-g-7-5-n-kg-calculate-his-weight,9J,CALC,Calculation,3,Drax has mass 122 kg on a planet where g = 7.5 N/kg. Calculate his weight.,9Ja Force Fields PPT slide 19
9J-CALC-11,y9x-125-9j-rocket-weighs-470-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,CALC,Calculation,2,Rocket weighs 470 N on Earth where g = 10 N/kg. Calculate his mass.,9Ja Force Fields PPT slide 20
9J-CALC-12,y9x-126-9j-rocket-has-mass-47-kg-on-a-planet-where-g-22-8-n-kg-calculate-his-weight,9J,CALC,Calculation,3,Rocket has mass 47 kg on a planet where g = 22.8 N/kg. Calculate his weight.,9Ja Force Fields PPT slide 20
9J-CALC-13,y9x-127-9j-mantis-has-mass-56-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,CALC,Calculation,2,Mantis has mass 56 kg. Calculate her weight on Earth where g = 10 N/kg.,9Ja Force Fields PPT slide 21
9J-CALC-14,y9x-128-9j-mantis-has-mass-56-kg-and-weight-686-n-on-a-planet-calculate-g,9J,CALC,Calculation,4,Mantis has mass 56 kg and weight 686 N on a planet. Calculate g.,9Ja Force Fields PPT slide 21
9J-CALC-15,y9x-129-9j-groot-has-mass-34-kg-on-a-planet-where-g-6-8-n-kg-calculate-his-weight,9J,CALC,Calculation,3,Groot has mass 34 kg on a planet where g = 6.8 N/kg. Calculate his weight.,9Ja Force Fields PPT slide 22
9J-CALC-16,y9x-130-9j-groot-has-mass-34-kg-and-weight-724-2-n-on-a-planet-calculate-g,9J,CALC,Calculation,4,Groot has mass 34 kg and weight 724.2 N on a planet. Calculate g.,9Ja Force Fields PPT slide 22
9J-CALC-17,y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,9J,CALC,Calculation,4,Oberon has about 1.3 times the mass of Rhea but a similar diameter. Which moon has greater surface gravity?,9Ja Force Fields PPT slide 23 practice question
9J-CALC-18,y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,9J,CALC,Calculation,2,"Calculate resistance: voltage = 12 V, current = 2 A.",9Jd Resistance formula practice
9J-CALC-19,y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,9J,CALC,Calculation,2,"Calculate resistance: voltage = 9 V, current = 0.3 A.",9Jd Resistance formula practice
9J-CALC-20,y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,9J,CALC,Calculation,3,"Calculate resistance: voltage = 8 V, current = 0.02 A.",9Jd Resistance PPT table-style practice
9J-CALC-21,y9x-135-9j-calculate-current-voltage-6-v-resistance-30,9J,CALC,Calculation,3,"Calculate current: voltage = 6 V, resistance = 30 Ω.",9Jd Resistance formula practice
9J-CALC-22,y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,9J,CALC,Calculation,2,"Calculate voltage: current = 0.5 A, resistance = 20 Ω.",9Jd Resistance PPT modelled answer extension
9J-CALC-23,y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,9J,CALC,Calculation,4,"Calculate voltage: current = 0.02 A, resistance = 5200 Ω.",9Jd Resistance PPT table-style practice
9I-CALC-09,y9x-138-9i-a-stone-is-moved-65-km-in-65-h-calculate-the-mean-speed,9I,CALC,Calculation,2,A stone is moved 65 km in 65 h. Calculate the mean speed.,9I assess-yourself journey context
9I-CALC-10,y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,9I,CALC,Calculation,3,A river section is 40 km and the stones move at 3 km/h. Calculate the time taken.,9I assess-yourself journey context
9I-CALC-11,y9x-140-9i-a-final-overland-section-is-5-km-at-1-km-h-calculate-the-time-taken,9I,CALC,Calculation,2,A final overland section is 5 km at 1 km/h. Calculate the time taken.,9I assess-yourself journey context
9I-CALC-12,y9x-141-9i-a-force-of-200-n-acts-0-5-m-from-a-pivot-calculate-the-moment,9I,CALC,Calculation,2,A force of 200 N acts 0.5 m from a pivot. Calculate the moment.,9I moments practice
9I-CALC-13,y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,9I,CALC,Calculation,3,A moment of 120 N m is needed using a lever 2 m from the pivot. Calculate the force.,9I moments practice
9I-CALC-14,y9x-143-9i-a-300-n-force-moves-a-load-4-m-calculate-the-work-done,9I,CALC,Calculation,2,A 300 N force moves a load 4 m. Calculate the work done.,9I work-done practice
9I-CALC-15,y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,9I,CALC,Calculation,3,A ramp requires 1500 J of work over 5 m. Calculate the average force.,9I ramps/work-done practice
9I-CALC-16,y9x-145-9i-a-cyclist-travels-at-6-m-s-for-20-s-calculate-the-distance-travelled,9I,CALC,Calculation,2,A cyclist travels at 6 m/s for 20 s. Calculate the distance travelled.,9I speed practice
9J-WE-25,y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,WE,Progress check,3,"Use the circuit symbol grid. Match labels A–H to these components: cell, battery, open switch, closed switch, lamp, resistor, ammeter and voltmeter.",9Jc Current Electricity PPT / revision pack circuit-symbol coverage
9J-MCQ-21,y9x-139-9j-which-label-shows-an-open-switch,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows an open switch?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-22,y9x-140-9j-which-label-shows-a-closed-switch,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows a closed switch?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-23,y9x-141-9j-which-label-shows-a-resistor,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows a resistor?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-24,y9x-142-9j-which-label-shows-a-voltmeter,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows a voltmeter?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-25,y9x-143-9j-which-label-shows-an-ammeter,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows an ammeter?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-26,y9x-144-9j-which-label-shows-a-motor,9J,MCQ,Quick quiz,2,Use the circuit symbol grid. Which label shows a battery?,9Jc Current Electricity PPT circuit symbols
9J-MCQ-27,y9x-145-9j-which-circuit-is-parallel,9J,MCQ,Quick quiz,2,Use the circuit diagrams. Which circuit is parallel?,9Jc Current Electricity PPT / series and parallel circuits
9J-MCQ-28,y9x-146-9j-in-which-circuit-is-current-the-same-everywhere,9J,MCQ,Quick quiz,3,Use the circuit diagrams. In which circuit is the current the same everywhere?,9Jc Current Electricity PPT / series and parallel circuits
9J-MCQ-29,y9x-147-9j-in-which-circuit-does-current-split-between-branches,9J,MCQ,Quick quiz,3,Use the circuit diagrams. In which circuit does current split between branches?,9Jc Current Electricity PPT / series and parallel circuits
9J-WE-26,y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,WE,Progress check,4,Use the circuit diagrams. Compare how current and voltage behave in Circuit A and Circuit B.,9Jc Current Electricity PPT / series and parallel circuits
9J-MCQ-30,y9x-149-9j-where-should-an-ammeter-go-to-measure-current-through-the-lamp,9J,MCQ,Quick quiz,3,Use the meter-placement diagram. Which position should an ammeter use to measure the current through the lamp?,9Jc Current Electricity PPT / meters in circuits
9J-MCQ-31,y9x-150-9j-where-should-a-voltmeter-go-to-measure-potential-difference-across-the-lamp,9J,MCQ,Quick quiz,3,Use the meter-placement diagram. Which position should a voltmeter use to measure the potential difference across the lamp?,9Jc Current Electricity PPT / meters in circuits
9J-MCQ-32,y9x-151-9j-use-the-magnet-diagram-which-arrow-shows-the-field-direction-on-the-top-field-line,9J,MCQ,Quick quiz,2,Use the magnet diagram. Which labelled arrow shows the magnetic field direction on the top field line?,9Ja Force-Fields PPT / 9J summary sheet - magnetic field direction visual practice
9J-MCQ-33,y9x-152-9j-use-the-magnet-diagram-where-is-the-magnetic-field-strongest,9J,MCQ,Quick quiz,2,Use the magnet diagram. At which labelled point is the magnetic field strongest?,9Ja Force-Fields PPT / 9J summary sheet - magnetic field strength visual practice
9J-WE-27,y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,WE,Progress check,3,Use the charge-pair diagram. Identify which labelled pairs repel and which labelled pairs attract.,9Jb Static-Electricity PPT / 9J summary sheet - charge attraction and repulsion visual practice
9J-WE-28,y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,WE,Progress check,3,"Use the charge-transfer diagram. What particle has moved, and what overall charge does the rod gain?",9Jb Static-Electricity PPT / 9J summary sheet - charging by rubbing visual practice
9J-WE-29,y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,WE,Progress check,3,"Use the electromagnet diagram. Match labels A–D to the coil of wire, iron core, cell/battery and switch.",9Je Electromagnets PPT / 9J summary sheet - electromagnet parts visual practice
9J-MCQ-34,y9x-156-9j-which-change-would-make-the-electromagnet-in-the-diagram-stronger,9J,MCQ,Quick quiz,2,Which change would make the electromagnet in the diagram stronger?,9Je Electromagnets PPT / 9J summary sheet - electromagnet strength visual practice
9J-WE-30,y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,WE,Progress check,3,"Use the relay diagram. Match labels A–D to the control circuit, electromagnet, switch contacts and load/lamp.",9Je Electromagnets PPT / 9J summary sheet - relay diagram visual practice
9J-WE-31,y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,WE,Progress check,4,Use the relay diagram. Explain why a relay is useful in an electrical system.,9Je Electromagnets PPT / 9J summary sheet - relay explanation visual practice
9J-MCQ-35,y9x-159-9j-use-the-motor-effect-diagram-which-arrow-shows-the-force-on-the-wire,9J,MCQ,Quick quiz,4,Use the motor-effect diagram. Which labelled arrow shows the force on the current-carrying wire?,9Je Electromagnets PPT / 9J summary sheet - motor effect visual practice
9J-MCQ-36,y9x-160-9j-which-change-would-increase-the-force-in-the-motor-effect-diagram,9J,MCQ,Quick quiz,2,Which change would increase the force in the motor-effect diagram?,9Je Electromagnets PPT / 9J summary sheet - motor effect force factors visual practice
9J-MCQ-37,y9x-161-9j-use-the-static-charge-diagram-which-labelled-pair-shows-two-negative-charges,9J,MCQ,Quick quiz,1,Use the charge-pair diagram. Which labelled pair shows two negative charges?,9Jb Static-Electricity PPT / 9J summary sheet - static charge visual recognition
9J-MCQ-38,y9x-162-9j-use-the-electromagnet-diagram-which-labelled-part-is-the-iron-core,9J,MCQ,Quick quiz,2,Use the electromagnet diagram. Which labelled part is the iron core?,9Je Electromagnets PPT / 9J summary sheet - electromagnet part recognition
9B-WE-49,y9r-001-9b-what-is-sustainable development,9B,WE,Assess check,1,What is sustainable development?,9B Summary sheet p2 Farming
9B-WE-50,y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,WE,Apply check,3,A farmer clears hedges and trees from a field. Give one benefit for farming and one environmental problem this can cause.,9B Summary sheet p2 Farming table
9B-WE-51,y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,WE,Assess check,3,What problem can be caused by clearing hedges and trees?,9B Summary sheet p2 Farming table
9B-WE-52,y9r-004-9b-why-are-pesticides-used-on-crops,9B,WE,Assess check,2,Why are pesticides used on crops?,9B Summary sheet p2 Farming table
9B-WE-53,y9r-005-9b-what-problem-can-pesticides-cause,9B,WE,Assess check,3,What problem can pesticides cause?,9B Summary sheet p2 Farming table
9B-WE-54,y9r-006-9b-why-are-fertilisers-used,9B,WE,Assess check,2,Why are fertilisers used?,9B Summary sheet p2 Farming table
9B-WE-55,y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,WE,Apply check,3,Fertiliser washes from a field into a stream. What problem can this cause?,9B Summary sheet p2 Farming table
9B-WE-56,y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,WE,Assess check,3,What is the problem with planting huge areas of a single variety?,9B Summary sheet p2 Farming table
9B-WE-57,y9r-009-9b-what-is-cross-breeding,9B,WE,Assess check,2,What is cross-breeding?,9B Summary sheet p2 Breeding varieties
9B-WE-58,y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,WE,Assess check,3,What happens to the energy released from glucose in aerobic respiration?,9B Summary sheet p2 Aerobic respiration
9B-WE-59,y9r-011-9b-why-do-plants-need-magnesium-salts,9B,WE,Assess check,1,Why do plants need magnesium salts?,9B Summary sheet p1 Getting water
