origin,id,source_card_id,unit,domain,exam_pool,exam_command,marks,question,answer_format_hint,answer_format_steps,source
open-answer-card,derived-y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,9J,physics,written-main,identify,2,Oberon has about 1.3 times the mass of Rhea but a similar diameter. Which moon has greater surface gravity?,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Ja Force Fields PPT slide 23 practice question
open-answer-card,derived-y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,9J,physics,written-main,calculate,2,"Calculate resistance: voltage = 12 V, current = 2 A.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice
open-answer-card,derived-y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,9J,physics,written-main,calculate,2,"Calculate resistance: voltage = 9 V, current = 0.3 A.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice
open-answer-card,derived-y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,9J,physics,written-main,calculate,2,"Calculate resistance: voltage = 8 V, current = 0.02 A.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT table-style practice
open-answer-card,derived-y9x-135-9j-calculate-current-voltage-6-v-resistance-30,y9x-135-9j-calculate-current-voltage-6-v-resistance-30,9J,physics,written-main,calculate,2,"Calculate current: voltage = 6 V, resistance = 30 Ω.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice
open-answer-card,derived-y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,9J,physics,written-main,calculate,2,"Calculate voltage: current = 0.5 A, resistance = 20 Ω.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT modelled answer extension
open-answer-card,derived-y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,9J,physics,written-main,calculate,2,"Calculate voltage: current = 0.02 A, resistance = 5200 Ω.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT table-style practice
open-answer-card,derived-y9x-138-9i-a-stone-is-moved-65-km-in-65-h-calculate-the-mean-speed,y9x-138-9i-a-stone-is-moved-65-km-in-65-h-calculate-the-mean-speed,9I,physics,written-main,calculate,2,A stone is moved 65 km in 65 h. Calculate the mean speed.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context
open-answer-card,derived-y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,9I,physics,written-main,calculate,2,A river section is 40 km and the stones move at 3 km/h. Calculate the time taken.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context
open-answer-card,derived-y9x-140-9i-a-final-overland-section-is-5-km-at-1-km-h-calculate-the-time-taken,y9x-140-9i-a-final-overland-section-is-5-km-at-1-km-h-calculate-the-time-taken,9I,physics,written-main,calculate,2,A final overland section is 5 km at 1 km/h. Calculate the time taken.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context
open-answer-card,derived-y9x-141-9i-a-force-of-200-n-acts-0-5-m-from-a-pivot-calculate-the-moment,y9x-141-9i-a-force-of-200-n-acts-0-5-m-from-a-pivot-calculate-the-moment,9I,physics,written-main,calculate,2,A force of 200 N acts 0.5 m from a pivot. Calculate the moment.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I moments practice
open-answer-card,derived-y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,9I,physics,written-main,calculate,2,A moment of 120 N m is needed using a lever 2 m from the pivot. Calculate the force.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I moments practice
open-answer-card,derived-y9x-143-9i-a-300-n-force-moves-a-load-4-m-calculate-the-work-done,y9x-143-9i-a-300-n-force-moves-a-load-4-m-calculate-the-work-done,9I,physics,written-main,calculate,2,A 300 N force moves a load 4 m. Calculate the work done.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I work-done practice
open-answer-card,derived-y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,9I,physics,written-main,calculate,2,A ramp requires 1500 J of work over 5 m. Calculate the average force.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I ramps/work-done practice
open-answer-card,derived-y9x-145-9i-a-cyclist-travels-at-6-m-s-for-20-s-calculate-the-distance-travelled,y9x-145-9i-a-cyclist-travels-at-6-m-s-for-20-s-calculate-the-distance-travelled,9I,physics,written-main,calculate,2,A cyclist travels at 6 m/s for 20 s. Calculate the distance travelled.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I speed practice
open-answer-card,derived-y9x-138-9j-match-common-circuit-symbols-to-their-component-names,y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,physics,written-main,identify,4,"Use the circuit symbol grid. Match labels A–H to these components: cell, battery, open switch, closed switch, lamp, resistor, ammeter and voltmeter.","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jc Current Electricity PPT / revision pack circuit-symbol coverage
open-answer-card,derived-y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,physics,written-main,describe,4,Use the circuit diagrams. Compare how current and voltage behave in Circuit A and Circuit B.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jc Current Electricity PPT / series and parallel circuits
open-answer-card,derived-y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,physics,written-main,identify,1,Use the charge-pair diagram. Identify which labelled pairs repel and which labelled pairs attract.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jb Static-Electricity PPT / 9J summary sheet - charge attraction and repulsion visual practice
open-answer-card,derived-y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,physics,written-main,identify,2,"Use the charge-transfer diagram. What particle has moved, and what overall charge does the rod gain?","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Jb Static-Electricity PPT / 9J summary sheet - charging by rubbing visual practice
open-answer-card,derived-y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,physics,written-main,identify,4,"Use the electromagnet diagram. Match labels A–D to the coil of wire, iron core, cell/battery and switch.","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Je Electromagnets PPT / 9J summary sheet - electromagnet parts visual practice
open-answer-card,derived-y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,physics,written-main,identify,4,"Use the relay diagram. Match labels A–D to the control circuit, electromagnet, switch contacts and load/lamp.","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Je Electromagnets PPT / 9J summary sheet - relay diagram visual practice
open-answer-card,derived-y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,physics,written-main,explain,3,Use the relay diagram. Explain why a relay is useful in an electrical system.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Je Electromagnets PPT / 9J summary sheet - relay explanation visual practice
open-answer-card,derived-y9r-001-9b-what-is-sustainable development,y9r-001-9b-what-is-sustainable development,9B,biology,written-recall,state,1,What is sustainable development?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming
open-answer-card,derived-y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,biology,written-recall,state,1,A farmer clears hedges and trees from a field. Give one benefit for farming and one environmental problem this can cause.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,biology,written-main,state,2,What problem can be caused by clearing hedges and trees?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-004-9b-why-are-pesticides-used-on-crops,y9r-004-9b-why-are-pesticides-used-on-crops,9B,biology,written-main,explain,3,Why are pesticides used on crops?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-005-9b-what-problem-can-pesticides-cause,y9r-005-9b-what-problem-can-pesticides-cause,9B,biology,written-main,state,2,What problem can pesticides cause?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-006-9b-why-are-fertilisers-used,y9r-006-9b-why-are-fertilisers-used,9B,biology,written-main,explain,3,Why are fertilisers used?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,biology,written-main,explain,2,Fertiliser washes from a field into a stream. What problem can this cause?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,biology,written-recall,state,1,What is the problem with planting huge areas of a single variety?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Farming table
open-answer-card,derived-y9r-009-9b-what-is-cross-breeding,y9r-009-9b-what-is-cross-breeding,9B,biology,written-recall,state,1,What is cross-breeding?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Summary sheet p2 Breeding varieties
open-answer-card,derived-y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,biology,written-main,describe,2,What happens to the energy released from glucose in aerobic respiration?,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Summary sheet p2 Aerobic respiration
open-answer-card,derived-y9r-011-9b-why-do-plants-need-magnesium-salts,y9r-011-9b-why-do-plants-need-magnesium-salts,9B,biology,written-main,explain,3,Why do plants need magnesium salts?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Summary sheet p1 Getting water
open-answer-card,derived-y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,biology,written-main,identify,2,Where does most photosynthesis happen in leaves?,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9B Summary sheet p1 Getting light
open-answer-card,derived-y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,chemistry,written-main,state,2,What do exothermic reactions do to the surroundings?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions
open-answer-card,derived-y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,chemistry,written-main,state,2,What do endothermic reactions do to the surroundings?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions
open-answer-card,derived-y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,chemistry,written-recall,state,1,Give an example of an endothermic reaction from the revision sheet.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions
open-answer-card,derived-y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,chemistry,written-recall,state,1,"What do the state symbols s, l, g and aq mean?","Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Endothermic and exothermic reactions
open-answer-card,derived-y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,chemistry,written-recall,state,1,What is made when calcium carbonate thermally decomposes?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Thermal decomposition equation
open-answer-card,derived-y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,chemistry,written-main,state,3,"In peer review, what do scientists check in a paper?","Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Peer review
open-answer-card,derived-y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,chemistry,written-main,state,3,"After peer review, what can a paper be recommended for?","Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Summary sheet p2 Peer review
open-answer-card,derived-y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,chemistry,written-main,describe,2,"How are metals recycled, according to the revision sheet?","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials
open-answer-card,derived-y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,chemistry,written-main,describe,2,"How is glass recycled, according to the revision sheet?","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials
open-answer-card,derived-y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,chemistry,written-main,describe,2,"How is paper recycled, according to the revision sheet?","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials
open-answer-card,derived-y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,chemistry,written-main,describe,2,"How is concrete recycled, according to the revision sheet?","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E Summary sheet p2 Recycling materials
open-answer-card,derived-y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,chemistry,written-main,explain,3,Give two reasons why recycling materials to use again is useful.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E Summary sheet p2 Recycling materials
open-answer-card,derived-y9r-025-9e-what-is-biomagnification,y9r-025-9e-what-is-biomagnification,9E,chemistry,written-main,explain,3,"A toxin is eaten by small animals, and then many small animals are eaten by a predator. Why can toxin levels become highest in the predator?","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E Summary sheet p2 Problems with materials
open-answer-card,derived-y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,chemistry,written-main,explain,3,Why is there no overall change in mass in a reaction or physical change?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F Summary sheet p1 Reactions and equations
open-answer-card,derived-y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,chemistry,written-main,identify,1,What do the large numbers in an equation show?,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p1 Reactions and equations
open-answer-card,derived-y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,chemistry,written-main,identify,2,What do the letters in brackets in an equation show?,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p1 Reactions and equations
open-answer-card,derived-y9r-029-9f-what-does-an-atom-contain,y9r-029-9f-what-does-an-atom-contain,9F,chemistry,written-recall,state,1,What does an atom contain?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure
open-answer-card,derived-y9r-030-9f-what-is-the-atomic-number-or-proton-number,y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,chemistry,written-recall,state,1,What is the atomic number or proton number?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure
open-answer-card,derived-y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,chemistry,written-main,describe,2,How are elements arranged in the periodic table?,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F Summary sheet p2 Atomic structure
open-answer-card,derived-y9r-032-9f-what-is-the-mass-number-of-an-atom,y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,chemistry,written-recall,state,1,What is the mass number of an atom?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure
open-answer-card,derived-y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,written-recall,state,1,What are groups and periods in the periodic table?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure
open-answer-card,derived-y9r-034-9f-what-do-metals-that-react-with-water-produce,y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,chemistry,written-main,state,2,What do metals that react with water produce?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series
open-answer-card,derived-y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,chemistry,written-main,state,2,What do metals that react with dilute acids produce?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series
open-answer-card,derived-y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,chemistry,written-recall,state,1,What is an oxidation reaction in the reactivity-series section?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p1 The reactivity series
open-answer-card,derived-y9r-037-9f-what-is-a-hydrocarbon,y9r-037-9f-what-is-a-hydrocarbon,9F,chemistry,written-recall,state,1,What is a hydrocarbon?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons
open-answer-card,derived-y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,chemistry,written-recall,state,1,What is the word equation for complete combustion of a hydrocarbon?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons
open-answer-card,derived-y9r-039-9f-what-is-the-test-for-oxygen,y9r-039-9f-what-is-the-test-for-oxygen,9F,chemistry,written-recall,state,1,What is the test for oxygen?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons
open-answer-card,derived-y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,chemistry,written-main,explain,3,Why is an input of energy from a flame or spark needed to start combustion?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F Summary sheet p3 Hydrocarbons
open-answer-card,derived-y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,chemistry,written-recall,state,1,A student wants a reaction to happen faster. Give three changes from the revision sheet that could increase the rate.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Rates of reaction
open-answer-card,derived-y9r-042-9f-what-is-a-displacement-reaction,y9r-042-9f-what-is-a-displacement-reaction,9F,chemistry,written-recall,state,1,What is a displacement reaction?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Displacement reactions
open-answer-card,derived-y9r-043-9f-where-do-most-metals-occur,y9r-043-9f-where-do-most-metals-occur,9F,chemistry,written-main,state,2,Where do most metals occur?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Extracting metals
