id,unit,domain,type,examCommand,examMarks,examPool,question,answer,source,sourceFidelity,mediaCount
y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,physics,Progress check,identify,4,written-main,"Use the relay diagram. Match labels A–D to the control circuit, electromagnet, switch contacts and load/lamp.",A is the control circuit. B is the electromagnet. C is the switch contacts. D is the load or lamp circuit component.,9Je Electromagnets PPT / 9J summary sheet - relay diagram visual practice,source-style-redraw,1
y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,physics,Progress check,explain,3,written-main,Use the relay diagram. Explain why a relay is useful in an electrical system.,A relay allows a small current in one circuit to switch a larger current in another circuit. The electromagnet pulls the switch contacts to complete or break the second circuit.,9Je Electromagnets PPT / 9J summary sheet - relay explanation visual practice,source-style-redraw,1
y9r-001-9b-what-is-sustainable development,9B,biology,Assess check,state,1,written-recall,What is sustainable development?,"Developing the things we need, without destroying habitats.",9B Summary sheet p2 Farming,exact-source-answer,0
y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,biology,Apply check,state,1,written-recall,A farmer clears hedges and trees from a field. Give one benefit for farming and one environmental problem this can cause.,Benefit: it creates more land for crops and makes it easier for machinery to move around. Problem: it destroys habitats and can cause soil erosion because there are fewer roots.,9B Summary sheet p2 Farming table,exact-source-answer,1
y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,biology,Assess check,state,2,written-main,What problem can be caused by clearing hedges and trees?,Destroys habitats. Lack of roots can cause soil erosion.,9B Summary sheet p2 Farming table,exact-source-answer,0
y9r-004-9b-why-are-pesticides-used-on-crops,9B,biology,Assess check,explain,3,written-main,Why are pesticides used on crops?,To kill pests that compete with or harm the crops.,9B Summary sheet p2 Farming table,exact-source-answer,0
y9r-005-9b-what-problem-can-pesticides-cause,9B,biology,Assess check,state,2,written-main,What problem can pesticides cause?,Can kill useful organisms as well as pests. Damages food webs.,9B Summary sheet p2 Farming table,exact-source-answer,1
y9r-006-9b-why-are-fertilisers-used,9B,biology,Assess check,explain,3,written-main,Why are fertilisers used?,They contain mineral salts that help plants to grow and increase the yield.,9B Summary sheet p2 Farming table,exact-source-answer,0
y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,biology,Apply check,explain,2,written-main,Fertiliser washes from a field into a stream. What problem can this cause?,It can cause pollution so that organisms in the water die.,9B Summary sheet p2 Farming table,exact-source-answer,1
y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,biology,Assess check,state,1,written-recall,What is the problem with planting huge areas of a single variety?,The planting of huge areas of a single variety reduces biodiversity.,9B Summary sheet p2 Farming table,exact-source-answer,0
y9r-009-9b-what-is-cross-breeding,9B,biology,Assess check,state,1,written-recall,What is cross-breeding?,Two different varieties are bred together to try to produce offspring with characteristics from both varieties.,9B Summary sheet p2 Breeding varieties,exact-source-answer,0
y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,biology,Assess check,describe,2,written-main,What happens to the energy released from glucose in aerobic respiration?,"The energy released from glucose is transferred to molecules of ATP, which store energy for a cell until it is needed.",9B Summary sheet p2 Aerobic respiration,exact-source-answer,0
y9r-011-9b-why-do-plants-need-magnesium-salts,9B,biology,Assess check,explain,3,written-main,Why do plants need magnesium salts?,Magnesium salts are needed to make chlorophyll.,9B Summary sheet p1 Getting water,exact-source-answer,0
y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,biology,Assess check,identify,2,written-main,Where does most photosynthesis happen in leaves?,"Most photosynthesis happens in the palisade cells, which are found near the upper surface of leaves.",9B Summary sheet p1 Getting light,exact-source-answer,0
y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,chemistry,Assess check,state,2,written-main,What do exothermic reactions do to the surroundings?,Exothermic reactions transfer energy into the surroundings and so increase the temperature around them.,9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer,1
y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,chemistry,Assess check,state,2,written-main,What do endothermic reactions do to the surroundings?,Endothermic reactions transfer energy from the surroundings and so decrease the temperature around them.,9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer,1
y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,chemistry,Assess check,state,1,written-recall,Give an example of an endothermic reaction from the revision sheet.,Thermal decomposition reactions.,9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer,0
y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,chemistry,Assess check,state,1,written-recall,"What do the state symbols s, l, g and aq mean?","s = solid, l = liquid, g = gas, aq = dissolved in water.",9E Summary sheet p2 Endothermic and exothermic reactions,exact-source-answer,0
y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,chemistry,Assess check,state,1,written-recall,What is made when calcium carbonate thermally decomposes?,Calcium oxide and carbon dioxide.,9E Summary sheet p2 Thermal decomposition equation,exact-source-answer,0
y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,chemistry,Assess check,state,3,written-main,"In peer review, what do scientists check in a paper?","They check that the paper has valid conclusions, that it is original and that the experiments work.",9E Summary sheet p2 Peer review,exact-source-answer,0
y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,chemistry,Assess check,state,3,written-main,"After peer review, what can a paper be recommended for?","Publication, amendment or rejection.",9E Summary sheet p2 Peer review,exact-source-answer,0
y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,chemistry,Assess check,describe,2,written-main,"How are metals recycled, according to the revision sheet?",By separating and melting.,9E Summary sheet p2 Recycling materials,exact-source-answer,1
y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,chemistry,Assess check,describe,2,written-main,"How is glass recycled, according to the revision sheet?",By separating colours and melting.,9E Summary sheet p2 Recycling materials,exact-source-answer,1
y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,chemistry,Assess check,describe,2,written-main,"How is paper recycled, according to the revision sheet?",By removing ink and adding water to make a pulp.,9E Summary sheet p2 Recycling materials,exact-source-answer,1
y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,chemistry,Assess check,describe,2,written-main,"How is concrete recycled, according to the revision sheet?",By crushing and grading.,9E Summary sheet p2 Recycling materials,exact-source-answer,0
y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,chemistry,Assess check,explain,3,written-main,Give two reasons why recycling materials to use again is useful.,It reduces our use of landfill sites and reduces the need to burn fossil fuels. It can also reduce pollution and save raw materials.,9E Summary sheet p2 Recycling materials,exact-source-answer,1
y9r-025-9e-what-is-biomagnification,9E,chemistry,Apply check,explain,3,written-main,"A toxin is eaten by small animals, and then many small animals are eaten by a predator. Why can toxin levels become highest in the predator?","Because large animals eat lots of smaller animals, toxin levels increase and can reach harmful levels. This is biomagnification.",9E Summary sheet p2 Problems with materials,exact-source-answer,1
y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,chemistry,Explain check,explain,3,written-main,Why is there no overall change in mass in a reaction or physical change?,"The number of atoms does not change, so there is no overall change in mass.",9F Summary sheet p1 Reactions and equations,exact-source-answer,1
y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,chemistry,Assess check,identify,1,written-main,What do the large numbers in an equation show?,The large numbers show the number of molecules.,9F Summary sheet p1 Reactions and equations,exact-source-answer,0
y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,chemistry,Assess check,identify,2,written-main,What do the letters in brackets in an equation show?,"The letters in brackets are state symbols (g = gas, l = liquid, s = solid, aq = dissolved in water).",9F Summary sheet p1 Reactions and equations,exact-source-answer,0
y9r-029-9f-what-does-an-atom-contain,9F,chemistry,Assess check,state,1,written-recall,What does an atom contain?,Atoms contain neutrons and protons in a central nucleus and electrons around the outside of the nucleus.,9F Summary sheet p2 Atomic structure,exact-source-answer,0
y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,chemistry,Assess check,state,1,written-recall,What is the atomic number or proton number?,The number of protons is the atomic number or proton number.,9F Summary sheet p2 Atomic structure,exact-source-answer,0
y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,chemistry,Assess check,describe,2,written-main,How are elements arranged in the periodic table?,Elements are arranged in order of atomic number in the periodic table.,9F Summary sheet p2 Atomic structure,exact-source-answer,0
y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,chemistry,Assess check,state,1,written-recall,What is the mass number of an atom?,The number of neutrons and the number of protons in an atom is its mass number.,9F Summary sheet p2 Atomic structure,exact-source-answer,0
y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,Assess check,state,1,written-recall,What are groups and periods in the periodic table?,The vertical columns in the periodic table are groups and the rows are periods.,9F Summary sheet p2 Atomic structure,exact-source-answer,0
y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,chemistry,Assess check,state,2,written-main,What do metals that react with water produce?,The metals that react with water produce a metal hydroxide and hydrogen.,9F Summary sheet p1 The reactivity series,exact-source-answer,1
y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,chemistry,Assess check,state,2,written-main,What do metals that react with dilute acids produce?,The metals that react with dilute acids produce a salt and hydrogen.,9F Summary sheet p1 The reactivity series,exact-source-answer,1
y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,chemistry,Assess check,state,1,written-recall,What is an oxidation reaction in the reactivity-series section?,Most metals react with oxygen from the air to form metal oxides. This is an oxidation reaction.,9F Summary sheet p1 The reactivity series,exact-source-answer,0
y9r-037-9f-what-is-a-hydrocarbon,9F,chemistry,Assess check,state,1,written-recall,What is a hydrocarbon?,A hydrocarbon contains hydrogen and carbon only.,9F Summary sheet p3 Hydrocarbons,exact-source-answer,0
y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,chemistry,Assess check,state,1,written-recall,What is the word equation for complete combustion of a hydrocarbon?,hydrocarbon + oxygen → carbon dioxide + water,9F Summary sheet p3 Hydrocarbons,exact-source-answer,1
y9r-039-9f-what-is-the-test-for-oxygen,9F,chemistry,Assess check,state,1,written-recall,What is the test for oxygen?,The test for oxygen is that it relights a glowing splint.,9F Summary sheet p3 Hydrocarbons,exact-source-answer,0
y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,chemistry,Assess check,explain,3,written-main,Why is an input of energy from a flame or spark needed to start combustion?,It is needed to start the combustion reaction by breaking some bonds in the reactants.,9F Summary sheet p3 Hydrocarbons,exact-source-answer,1
y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,chemistry,Apply check,state,1,written-recall,A student wants a reaction to happen faster. Give three changes from the revision sheet that could increase the rate.,"Increase the temperature, increase the concentration of a reactant, and increase the surface area of a solid reactant.",9F Summary sheet p3 Rates of reaction,exact-source-answer,1
y9r-042-9f-what-is-a-displacement-reaction,9F,chemistry,Assess check,state,1,written-recall,What is a displacement reaction?,In a displacement reaction a more reactive metal takes the place of a less reactive metal in a compound.,9F Summary sheet p3 Displacement reactions,exact-source-answer,0
y9r-043-9f-where-do-most-metals-occur,9F,chemistry,Assess check,state,2,written-main,Where do most metals occur?,"Most metals occur as compounds called minerals, which are found in rocks called ores in the Earth’s crust.",9F Summary sheet p3 Extracting metals,exact-source-answer,0
y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,9F,chemistry,Apply check,identify,1,written-main,A metal is zinc or below zinc in the reactivity series. Which extraction method can be used?,It can be extracted from its ore by heating with carbon.,9F Summary sheet p3 Extracting metals,exact-source-answer,1
y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,9F,chemistry,Explain check,explain,3,written-main,A metal is above zinc in the reactivity series. Why is electrolysis needed to extract it from its ore?,"It is too reactive to be extracted by heating with carbon, so electrolysis is needed.",9F Summary sheet p3 Extracting metals,exact-source-answer,1
y9r-046-9f-what-are-oxidation-reduction-and-redox,9F,chemistry,Assess check,state,1,written-recall,"What are oxidation, reduction and redox?",Oxidation is the gain of oxygen. Reduction is the loss of oxygen. A redox reaction is when oxidation and reduction occur at the same time.,9F Summary sheet p3 Extracting metals,exact-source-answer,0
y9r-047-9i-what-can-forces-make-objects-do,9I,physics,Assess check,state,3,written-main,What can forces make objects do?,"Forces can make objects speed up, slow down or change direction.",9I Summary sheet p1 Forces and motion,exact-source-answer,0
y9r-048-9i-what-is-true-about-the-forces-on-an-object-moving-at-a-constant-speed,9I,physics,Assess check,state,1,written-recall,What is true about the forces on an object moving at a constant speed?,The forces on an object moving at a constant speed are balanced.,9I Summary sheet p1 Forces and motion,exact-source-answer,0
y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,9I,physics,Assess check,describe,2,written-main,What happens to air resistance as a falling object gets faster?,As it gets faster the air resistance increases.,9I Summary sheet p1 Forces and motion,exact-source-answer,0
y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,9I,physics,Apply check,explain,2,written-main,A falling object is moving at terminal velocity. What has happened to air resistance and weight?,"The air resistance balances the weight, so the object cannot fall any faster.",9I Summary sheet p1 Forces and motion,exact-source-answer,0
y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,9I,physics,Assess check,explain,3,written-main,How do you convert a speed in m/s to km/h?,Divide by 1000 then multiply by 3600.,9I Summary sheet p1 Speed,exact-source-answer,0
y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,physics,Assess check,explain,3,written-main,How do you convert a speed in km/h to m/s?,Multiply by 1000 then divide by 3600.,9I Summary sheet p1 Speed,exact-source-answer,0
y9r-053-9i-what-is-mean-speed,9I,physics,Assess check,state,1,written-recall,What is mean speed?,The mean (average) speed is the total distance travelled divided by the total time taken.,9I Summary sheet p1 Speed,exact-source-answer,0
y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,physics,Calculation,calculate,2,written-main,One car travels at 50 km/h and another travels at 30 km/h in the same direction. What is the relative speed?,20 km/h.,9I Summary sheet p1 Speed,exact-source-answer,0
y9r-055-9i-what-does-a-speed-time-graph-show,9I,physics,Assess check,graph,3,written-main,What does a speed-time graph show?,A speed-time graph shows how fast something is travelling at different times during a journey.,9I Summary sheet p1 Speed-time graphs,exact-source-answer,1
y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,physics,Assess check,graph,3,written-main,What do horizontal lines show on a speed-time graph?,Horizontal lines show a constant speed.,9I Summary sheet p1 Speed-time graphs,exact-source-answer,1
y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,physics,Assess check,graph,3,written-main,What do sloping lines show on a speed-time graph?,Sloping lines show changes in speed (acceleration or deceleration).,9I Summary sheet p1 Speed-time graphs,exact-source-answer,1
y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,physics,Assess check,graph,3,written-main,"On a distance-time graph, what does the gradient of a line give?",The gradient of a line gives the speed that the object is moving.,9I Summary sheet p2 Gradients,exact-source-answer,1
y9r-059-9i-what-is-a-pivot-also-known-as,9I,physics,Assess check,state,1,written-recall,What is a pivot also known as?,A pivot is also known as a fulcrum.,9I Summary sheet p2 Levers and moments,exact-source-answer,0
y9r-060-9i-what-is-a-turning-force-called,9I,physics,Assess check,state,1,written-recall,What is a turning force called?,A turning force is called a moment.,9I Summary sheet p2 Levers and moments,exact-source-answer,0
y9r-061-9i-what-is-the-formula-for-moment,9I,physics,Assess check,state,1,written-recall,What is the formula for moment?,moment (in N m) = force (in N) × perpendicular distance from the pivot (m).,9I Summary sheet p2 Levers and moments,exact-source-answer,0
y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,physics,Assess check,state,1,written-recall,What is true when an object is balanced?,The anticlockwise moment is equal to the clockwise moment.,9I Summary sheet p3 Levers and moments,exact-source-answer,0
y9r-063-9i-what-is-work-done,9I,physics,Assess check,state,1,written-recall,What is work done?,Work is done when a force moves through a distance.,9I Summary sheet p3 Simple machines,exact-source-answer,0
y9r-064-9i-what-is-the-formula-for-work-done,9I,physics,Assess check,state,1,written-recall,What is the formula for work done?,work = force × distance moved in the direction of the force.,9I Summary sheet p3 Simple machines,exact-source-answer,0
y9r-065-9j-what-is-a-force-field,9J,physics,Assess check,state,1,written-recall,What is a force field?,A force field is a space where a non-contact force has an effect.,9J Summary sheet p1 Force fields,exact-source-answer,1
y9r-066-9j-what-is-the-earths-gravitational-field-strength-according-to-the-revision-s,9J,physics,Assess check,state,1,written-recall,"What is the Earth’s gravitational field strength, according to the revision sheet?",The Earth’s gravitational field strength (g) is 10 N/kg.,9J Summary sheet p1 Gravitational fields,exact-source-answer,0
y9r-067-9j-what-formula-is-used-to-calculate-weight,9J,physics,Assess check,calculate,2,written-main,What formula is used to calculate weight?,weight (N) = mass (kg) × g (N/kg),9J Summary sheet p1 Gravitational fields,exact-source-answer,0
y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,physics,Assess check,identify,1,written-main,"In an electric field diagram, what do the arrows show?",The arrows show the direction a positive charge would move.,9J Summary sheet p1 Static electricity,exact-source-answer,1
y9r-069-9j-what-is-current,9J,physics,Assess check,state,1,written-recall,What is current?,Current is a flow of electrons.,9J Summary sheet p1 Electric circuits,exact-source-answer,0
y9r-070-9j-how-do-we-measure-current,9J,physics,Assess check,explain,3,written-main,How do we measure current?,We measure current using an ammeter connected in series.,9J Summary sheet p1 Electric circuits,exact-source-answer,0
y9r-071-9j-how-do-we-measure-voltage,9J,physics,Assess check,explain,3,written-main,How do we measure voltage?,We measure the voltage using a voltmeter connected in parallel across a cell or component.,9J Summary sheet p1 Electric circuits,exact-source-answer,0
y9r-072-9j-what-is-resistance,9J,physics,Assess check,state,1,written-recall,What is resistance?,The resistance of a component is a way of saying how easy or difficult it is for an electric current to flow through it.,9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,physics,Apply check,explain,2,written-main,"A component has the same resistance, but the voltage across it is increased. What happens to the current?",The current increases.,9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,physics,Apply check,explain,2,written-main,"A circuit has the same voltage, but the resistance is increased. What happens to the current?",The current decreases.,9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,physics,Assess check,state,3,written-main,What three things does the resistance of a wire depend on?,"The material from which it is made, its length and its thickness.",9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-076-9j-how-does-wire-length-affect-resistance,9J,physics,Assess check,explain,3,written-main,How does wire length affect resistance?,Shorter wires have lower resistances.,9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,physics,Assess check,explain,3,written-main,How does wire thickness affect resistance?,Thicker wires have lower resistances.,9J Summary sheet p2 Resistance,exact-source-answer,0
y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,physics,Assess check,state,1,written-recall,What is the formula for calculating resistance from voltage and current?,resistance = voltage ÷ current,9J Summary sheet p2 Calculating resistance,exact-source-answer,0
y9r-079-9j-what-is-an-electromagnet,9J,physics,Assess check,state,1,written-recall,What is an electromagnet?,An electromagnet is a coil of wire with an electric current flowing through it.,9J Summary sheet p2 Electromagnets,exact-source-answer,1
y9r-080-9j-when-is-an-electromagnet-magnetic,9J,physics,Assess check,state,1,written-main,When is an electromagnet magnetic?,It is only magnetic while the current is flowing.,9J Summary sheet p2 Electromagnets,exact-source-answer,1
y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,physics,Assess check,state,1,written-recall,Give three ways to make an electromagnet stronger.,"Increase the number of coils of wire, increase the size of the current, and use an iron core.",9J Summary sheet p2 Electromagnets,exact-source-answer,1
y9r-082-9j-what-is-the-motor-effect,9J,physics,Assess check,state,1,written-recall,What is the motor effect?,"If a wire carrying a current crosses a magnetic field, the wire will experience a force. This is the motor effect.",9J Summary sheet p3 Motors,exact-source-answer,1
y9r-083-9j-what-does-an-electric-motor-consist-of,9J,physics,Assess check,state,1,written-recall,What does an electric motor consist of?,An electric motor consists of a coil of wire in a magnetic field.,9J Summary sheet p3 Motors,exact-source-answer,1
y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,physics,Assess check,explain,2,written-main,What makes the coil in an electric motor turn?,"When there is a current in the coil, there is a force on each side of the coil that makes it turn.",9J Summary sheet p3 Motors,exact-source-answer,1
y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,physics,Assess check,explain,3,written-main,"How can the speed of the motor, or the force it provides, be increased?","By increasing the size of the current, increasing the strength of the magnetic field, or increasing the number of turns of wire on the coil.",9J Summary sheet p3 Motors,exact-source-answer,1
y9p-001-9a-what-is-an-abiotic-factor,9A,biology,Assess check,state,1,written-recall,What is an abiotic factor?,Something that is abiotic has nothing to do with living organisms.,9A Word sheet 9Aa Environmental variation,exact-source-answer,0
y9p-002-9a-what-is-a-biotic-factor,9A,biology,Assess check,state,1,written-recall,What is a biotic factor?,An activity of an organism that affects another organism.,9A Word sheet 9Aa Environmental variation,exact-source-answer,0
y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,biology,Assess check,state,1,written-recall,Give three examples of living or biotic factors from the revision sheet.,"Competition, predation and disease.",9A Summary sheet p1 Environmental variation,exact-source-answer,0
y9p-004-9a-what-are-abiotic-factors,9A,biology,Assess check,state,1,written-recall,What are abiotic factors?,Non-living physical factors such as the amount of sunlight.,9A Summary sheet p1 Environmental variation,exact-source-answer,0
y9p-005-9a-what-forms-an-ecosystem,9A,biology,Assess check,state,2,written-main,What forms an ecosystem?,All the organisms and physical environmental factors in an area form an ecosystem.,9A Summary sheet p1 Environmental variation,exact-source-answer,0
y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,biology,Assess check,explain,3,written-main,How can probabilities be shown in inheritance questions?,"Probabilities are shown as percentages, decimals or fractions.","9A Summary sheet p1 Chromosomes, genes and DNA",exact-source-answer,0
y9p-007-9a-what-does-probability-mean,9A,biology,Assess check,state,1,written-recall,What does probability mean?,The likelihood of something happening.,9A Word sheet 9Ab Probability,exact-source-answer,0
y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,9A,biology,Assess check,state,1,written-recall,Write 25% as a decimal and as a fraction.,0.25 and 1/4.,"9A Summary sheet p1 Chromosomes, genes and DNA",source-traceable-application,0
y9p-009-9f-what-is-neutralisation,9F,chemistry,Assess check,state,1,written-recall,What is neutralisation?,A reaction in which an acid reacts with an alkali or a base to produce a salt and water.,9F Word sheet 9Fc Energy and reactions,exact-source-answer,1
y9p-010-9f-what-is-a-thermite-reaction,9F,chemistry,Assess check,state,1,written-recall,What is a thermite reaction?,A highly exothermic displacement reaction between aluminium and iron oxide that produces molten iron.,9F Word sheet 9Fd Displacement,exact-source-answer,0
y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,chemistry,Assess check,identify,1,written-main,"In the thermite reaction, which metal displaces iron?",Aluminium.,9F Quick Quiz 9Fd Q4,exact-source-answer,0
y9p-013-9f-what-is-thermal-decomposition,9F,chemistry,Assess check,state,1,written-recall,What is thermal decomposition?,Breaking down a compound into simpler substances using heat.,9E Word sheet 9Ec/9Ed Thermal decomposition,exact-source-answer,0
y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,chemistry,Assess check,state,1,written-main,What energy supply do thermal decomposition reactions need to keep going?,A constant supply of energy.,9F Summary sheet p3 Hydrocarbons,exact-source-answer,0
y9p-015-9f-what-is-an-oxidising-agent,9F,chemistry,Assess check,state,1,written-recall,What is an oxidising agent?,A substance that provides oxygen to oxidise another substance.,9F Word sheet 9Fc Energy and reactions,exact-source-answer,0
y9p-016-9f-what-is-a-reducing-agent,9F,chemistry,Assess check,state,1,written-recall,What is a reducing agent?,A substance that removes oxygen from another substance.,9F Word sheet 9Fe Extracting metals,exact-source-answer,0
y9p-017-9f-when-has-a-substance-been-reduced,9F,chemistry,Assess check,state,1,written-main,When has a substance been reduced?,If a substance has lost oxygen then it has been reduced.,9F Word sheet 9Fe Extracting metals,exact-source-answer,0
y9p-018-9f-what-is-a-redox-reaction,9F,chemistry,Assess check,state,1,written-recall,What is a redox reaction?,A reaction in which one reactant is reduced and another is oxidised.,9F Word sheet 9Fe Extracting metals,exact-source-answer,0
y9p-019-9f-what-is-oxidation,9F,chemistry,Assess check,state,1,written-recall,What is oxidation?,Reaction in which a substance gains oxygen.,9F Word sheet 9Fb Reactivity,exact-source-answer,0
y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,9F,chemistry,Assess check,state,1,written-recall,What is the percentage loss or gain formula from the revision sheet?,actual change ÷ original amount × 100.,9F Summary sheet p3 Percentage loss or gain,exact-source-answer,0
y9p-021-9j-what-is-a-decimal-place,9J,physics,Assess check,state,1,written-recall,What is a decimal place?,The position of a digit to the right of the decimal point in a number.,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,0
y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,physics,Assess check,explain,3,written-main,How do you find the number of decimal places in a number?,The number of decimal places in a number is the number of digits after the decimal point.,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,0
y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,physics,Assess check,state,1,written-recall,What is the first significant figure in a number?,The digit with the highest place value.,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,0
y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,physics,Assess check,state,1,written-recall,What is the second significant figure in a number?,The digit with the second highest place value.,9J Word sheet 9Jd WS Rounding numbers,exact-source-answer,0
y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,physics,Assess check,calculate,1,written-main,"In the number 3.407, how many decimal places are there?",Three decimal places.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,physics,Assess check,identify,1,written-main,"In the number 0.0632, what is the first significant figure?",6.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-027-9j-round-42-786-to-one-decimal-place,9J,physics,Assess check,calculate,1,written-main,Round 42.786 to one decimal place.,42.8.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-028-9j-round-42-786-to-two-decimal-places,9J,physics,Assess check,calculate,1,written-main,Round 42.786 to two decimal places.,42.79.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-029-9j-round-0-0632-to-one-significant-figure,9J,physics,Assess check,calculate,1,written-main,Round 0.0632 to one significant figure.,0.06.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-030-9j-round-0-0632-to-two-significant-figures,9J,physics,Assess check,calculate,1,written-main,Round 0.0632 to two significant figures.,0.063.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application,0
y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,physics,Assess check,state,1,written-recall,What is the difference between decimal places and significant figures?,Decimal places count digits after the decimal point; significant figures start from the digit with the highest place value.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis,0
